"src_ip","dst_ip",start,finish,"total_duration","total_bytes","total_packets","src_ports","dst_ports",pps,bps,bpp,"num_protocols","total_http_errors","total_failures","flag_syn","flag_ack"
"192.168.10.14","172.217.12.174","2017-07-07 18:45:39.562","2017-07-07 19:47:20.664","3701.101178",876,38,3,1,"0.01026721459","0.2366863152","23.05263157894737",2,0,0,3,35
"192.168.10.14","172.217.12.194","2017-07-07 19:23:02.574","2017-07-07 19:26:03.482","180.907522",1471,22,1,1,"0.121609095","8.13122630","66.86363636363636",3,0,0,1,21
"192.168.10.14","172.217.12.195","2017-07-07 17:55:11.195","2017-07-07 19:19:07.389","5036.194132",4330,150,4,1,"0.02978439593","0.8597762292","28.866666666666667",3,0,0,4,146
"192.168.10.14","172.217.12.196","2017-07-07 19:59:00.473","2017-07-07 20:02:02.619","182.145791",1778,28,1,1,"0.153723014","9.76141141","63.5",3,0,0,1,27
"192.168.10.14","172.217.12.198","2017-07-07 17:00:02.102","2017-07-07 20:02:05.645","10923.543471",14405,147,7,1,"0.013457171694","1.3187112806","97.99319727891157",3,0,0,6,141
"192.168.10.14","172.217.12.202","2017-07-07 17:55:10.599","2017-07-07 17:58:11.736","181.136600",982,22,1,1,"0.121455299","5.42132291","44.63636363636363",3,0,0,1,21
"192.168.10.14","172.217.12.205","2017-07-07 18:07:35.478","2017-07-07 19:12:28.701","3893.223750",5139,86,5,1,"0.02208966284","1.319985783","59.75581395348837",3,0,0,5,81
"192.168.10.14","172.217.12.206","2017-07-07 17:10:10.158","2017-07-07 20:01:59.586","10309.427835",13497,304,11,2,"0.029487572430","1.3091900168","44.39802631578947",4,0,0,11,293
"192.168.10.14","172.217.16.164","2017-07-07 17:28:16.299","2017-07-07 17:31:17.797","181.498298",1640,30,2,1,"0.165290806","9.03589740","54.666666666666664",3,0,0,2,28
"192.168.10.14","172.217.2.162","2017-07-07 19:58:58.882","2017-07-07 20:02:16.627","197.745107",5778,54,2,1,"0.273078817","29.2194335",107,3,0,0,2,52
"192.168.10.14","172.217.3.100","2017-07-07 17:05:40.863","2017-07-07 17:08:42.207","181.343929",4964,40,1,1,"0.220575347","27.3734005","124.1",3,0,0,1,39
"192.168.10.14","172.217.3.104","2017-07-07 17:05:40.137","2017-07-07 18:34:12.193","5312.056306",2452,79,3,1,"0.01487183031","0.4615914928","31.037974683544302",3,0,0,3,76
"192.168.10.14","172.217.3.106","2017-07-07 17:28:15.656","2017-07-07 19:16:57.559","6521.903277",3958,134,8,2,"0.02054614954","0.6068780587","29.53731343283582",4,0,0,8,126
"192.168.10.14","172.217.3.110","2017-07-07 17:46:12.539","2017-07-07 19:26:03.481","5990.942013",60453,206,8,2,"0.03438524351","10.09073362","293.4611650485437",4,0,0,8,198
"192.168.10.14","172.217.3.35","2017-07-07 17:05:41.359","2017-07-07 17:08:42.211","180.851680",4486,35,1,1,"0.193528752","24.8048567","128.17142857142858",3,0,0,1,34
"192.168.10.14","172.217.3.97","2017-07-07 18:31:12.929","2017-07-07 19:16:58.579","2745.649693",2532,143,4,2,"0.05208239069","0.9221861064","17.706293706293707",3,0,0,4,139
"192.168.10.14","172.217.3.98","2017-07-07 18:27:48.224","2017-07-07 19:17:01.585","2953.360727",4793,58,2,1,"0.01963864403","1.622896911","82.63793103448276",3,0,0,2,56
"192.168.10.14","172.217.6.194","2017-07-07 17:28:15.735","2017-07-07 17:31:16.714","180.979743",3917,83,5,2,"0.458614863","21.6433062","47.19277108433735",3,0,0,5,78
"192.168.10.14","172.217.6.196","2017-07-07 18:07:36.564","2017-07-07 18:10:36.996","180.431649",1152,21,1,1,"0.116387563","6.38468919","54.857142857142854",3,0,0,1,20
"192.168.10.14","172.217.6.200","2017-07-07 17:28:11.614","2017-07-07 18:54:27.384","5175.769805",5755,117,7,1,"0.02260533301","1.111911893","49.18803418803419",3,0,0,7,110
"192.168.10.14","172.217.6.202","2017-07-07 17:50:39.765","2017-07-07 17:53:40.708","180.943667",1462,42,2,1,"0.232116441","8.07986278","34.80952380952381",3,0,0,2,40
"192.168.10.14","172.217.6.206","2017-07-07 18:01:02.275","2017-07-07 18:02:57.569","115.294086",876,42,4,1,"0.364285814","7.59796127","20.857142857142858",2,0,0,4,38
"192.168.10.14","172.217.6.227","2017-07-07 18:07:36.307","2017-07-07 20:02:03.615","6867.308717",2107,56,3,1,"0.008154577333","0.3068159721","37.625",3,0,0,3,53
"192.168.10.14","172.217.6.230","2017-07-07 17:05:41.297","2017-07-07 17:08:42.205","180.908981",973,28,1,1,"0.154773964","5.37839523","34.75",3,0,0,1,27
"192.168.10.14","172.217.6.238","2017-07-07 17:05:40.422","2017-07-07 19:25:59.442","8419.019857",13106,278,14,2,"0.03302047088","1.556713278","47.143884892086334",5,0,0,14,264
"192.168.10.14","172.217.7.1","2017-07-07 17:46:16.057","2017-07-07 17:49:18.137","182.080117",3262,134,5,1,"0.735939773","17.9151906","24.34328358208955",3,0,0,5,129
"192.168.10.14","172.217.7.131","2017-07-07 17:28:16.752","2017-07-07 18:34:19.537","3962.785120",7602,99,6,1,"0.02498242953","1.918347771","76.78787878787878",3,0,0,6,93
"192.168.10.14","172.217.7.132","2017-07-07 18:27:48.879","2017-07-07 18:30:49.192","180.312876",2668,47,3,1,"0.260658035","14.7965029","56.765957446808514",3,0,0,3,44
"192.168.10.14","172.217.7.14","2017-07-07 18:06:56.896","2017-07-07 19:08:00.732","3663.835909",14326,735,3,1,"0.2006094209","3.910109611","19.491156462585035",3,0,0,3,732
"192.168.10.14","172.217.7.19","2017-07-07 19:04:54.323","2017-07-07 19:07:57.722","183.399695",1683,72,1,1,"0.392585168","9.17667830","23.375",3,0,0,1,71
"192.168.10.14","172.217.7.196","2017-07-07 19:22:58.325","2017-07-07 19:26:03.486","185.161294",2478,27,1,1,"0.145818812","13.3829266","91.77777777777777",3,0,0,1,26
"192.168.10.14","172.217.7.226","2017-07-07 19:27:25.285","2017-07-07 19:30:26.003","180.718282",715,19,1,1,"0.105136015","3.95643425","37.63157894736842",3,0,0,1,18
"192.168.10.14","172.217.7.227","2017-07-07 19:22:58.853","2017-07-07 19:26:03.487","184.633510",2569,27,1,1,"0.146235643","13.9140506","95.14814814814815",3,0,0,1,26
"192.168.10.14","172.217.7.228","2017-07-07 19:40:58.967","2017-07-07 19:44:08.571","189.604128",2626,39,2,1,"0.205691724","13.8499094","67.33333333333333",3,0,0,2,37
"192.168.10.14","172.217.7.4","2017-07-07 17:46:16.089","2017-07-07 19:07:57.704","4901.615812",5205,86,5,1,"0.01754523473","1.061894730","60.52325581395349",3,0,0,5,81
"192.168.10.14","172.217.9.226","2017-07-07 17:46:14.154","2017-07-07 17:49:19.136","184.982483",5198,64,2,1,"0.345978705","28.0999580","81.21875",3,0,0,2,62
"192.168.10.14","172.217.9.227","2017-07-07 17:50:40.547","2017-07-07 19:30:25.998","5985.450680",6184,212,11,2,"0.03541922093","1.033171992","29.169811320754718",4,0,0,11,201
"192.168.10.14","172.217.9.232","2017-07-07 19:40:58.411","2017-07-07 19:43:59.557","181.145989",1495,41,2,1,"0.226336781","8.25301189","36.46341463414634",3,0,0,2,39
"192.168.10.14","172.217.9.238","2017-07-07 17:50:40.633","2017-07-07 18:54:25.364","3824.730355",2938,74,4,2,"0.01934776916","0.7681587268","39.7027027027027",4,0,0,4,70
"192.168.10.14","172.224.7.19","2017-07-07 18:00:41.474","2017-07-07 18:03:19.867","158.393286",7123,86,11,1,"0.542952307","44.9703405","82.82558139534883",3,0,0,13,73
"192.168.10.14","172.82.206.2","2017-07-07 17:10:11.415","2017-07-07 19:23:45.631","8014.215671",7252,30,2,1,"0.003743348224","0.9048920441","241.73333333333332",3,0,0,2,28
"192.168.10.14","173.194.204.109","2017-07-07 18:15:35.879","2017-07-07 18:51:42.907","2167.028545",2798,38,2,1,"0.01753553274","1.291168963","73.63157894736842",2,0,0,2,36
"192.168.10.14","173.194.204.156","2017-07-07 17:28:16.070","2017-07-07 17:31:16.726","180.656451",2146,35,2,1,"0.193737892","11.8789005","61.31428571428572",3,0,0,2,33
"192.168.10.14","173.194.207.108","2017-07-07 19:27:50.520","2017-07-07 19:27:52.300","1.779689",1399,19,1,1,"10.67602","786.0924","73.63157894736842",2,0,0,1,18
"192.168.10.14","173.194.208.156","2017-07-07 19:45:25.626","2017-07-07 19:48:26.698","181.072853",1168,22,1,1,"0.121498058","6.45044235","53.09090909090909",3,0,0,1,21
"192.168.10.14","173.194.66.109","2017-07-07 19:00:42.918","2017-07-07 19:00:44.995","2.076609",1436,20,1,1,"9.631087","691.5120","71.8",2,0,0,1,19
"192.168.10.14","173.194.66.155","2017-07-07 19:13:55.774","2017-07-07 19:21:25.450","449.675975",23662,91,2,1,"0.202367938","52.6201116","260.02197802197804",3,0,0,2,89
"192.168.10.14","173.194.68.108","2017-07-07 17:24:11.873","2017-07-07 17:24:13.610","1.737112",1367,19,1,1,"10.93769","786.9383","71.94736842105263",2,0,0,1,18
"192.168.10.14","173.194.68.154","2017-07-07 19:22:57.931","2017-07-07 19:26:03.495","185.563400",4271,31,1,1,"0.167058806","23.0163922","137.7741935483871",3,0,0,1,30
"192.168.10.14","173.239.42.214","2017-07-07 17:46:22.142","2017-07-07 17:46:22.730","0.587739",1899,23,3,2,"39.1330","3231.03","82.56521739130434",4,0,0,3,20
"192.168.10.14","173.239.42.221","2017-07-07 17:46:22.566","2017-07-07 17:46:53.549","30.983070",470,9,1,1,"0.29048122","15.169575","52.22222222222222",2,0,0,1,8
"192.168.10.14","173.241.242.143","2017-07-07 17:05:42.553","2017-07-07 19:23:15.407","8252.854125",12313,114,10,1,"0.01381340301","1.491968695","108.00877192982456",3,0,0,10,104
"192.168.10.14","173.241.242.220","2017-07-07 17:46:12.468","2017-07-07 19:59:28.660","7996.191859",10019,54,4,1,"0.006753214649","1.252971436","185.53703703703704",3,0,0,4,50
"192.168.10.14","174.129.235.236","2017-07-07 19:13:56.251","2017-07-07 19:14:57.030","60.778928",681,17,1,1,"0.27970220","11.204541","40.05882352941177",3,0,0,1,16
"192.168.10.14","174.35.76.12","2017-07-07 19:41:08.659","2017-07-07 19:41:39.480","30.820805",1366,32,2,1,"1.0382597","44.320711","42.6875",3,0,0,2,30
"192.168.10.14","178.248.238.5","2017-07-07 19:22:54.331","2017-07-07 19:23:15.914","21.582967",5524,74,1,1,"3.4286297","255.94257","74.64864864864865",3,0,0,1,73
"192.168.10.14","178.248.238.8","2017-07-07 19:22:59.354","2017-07-07 19:24:15.209","75.855207",42310,68,4,1,"0.89644472","557.77318","622.2058823529412",3,0,0,4,64
"192.168.10.14","178.250.0.77","2017-07-07 17:05:43.445","2017-07-07 17:06:14.195","30.750021",1168,13,1,1,"0.42276394","37.983714","89.84615384615384",3,0,0,1,12
"192.168.10.14","178.250.0.85","2017-07-07 17:05:41.700","2017-07-07 17:06:02.530","20.829077",1090,9,1,1,"0.43208828","52.330691","121.11111111111111",3,0,0,1,8
"192.168.10.14","178.255.83.1","2017-07-07 17:05:41.327","2017-07-07 19:59:05.527","10404.200014",27499,402,79,1,"0.038638242196","2.6430672193","68.40547263681592",2,0,0,79,323
"192.168.10.14","182.161.73.84","2017-07-07 19:23:03.644","2017-07-07 19:25:00.516","116.871298",2493,24,1,1,"0.205354098","21.3311569","103.875",3,0,0,1,23
"192.168.10.14","182.161.73.86","2017-07-07 19:23:02.849","2017-07-07 19:23:23.790","20.940823",3042,19,2,1,"0.90731868","145.26650","160.10526315789474",3,0,0,2,17
"192.168.10.14","182.22.25.124","2017-07-07 19:23:05.077","2017-07-07 19:26:06.631","181.553929",939,22,1,1,"0.121176116","5.17201696","42.68181818181818",3,0,0,1,21
"192.168.10.14","184.169.142.67","2017-07-07 19:58:58.330","2017-07-07 19:59:59.102","60.771665",3903,44,4,1,"0.72402163","64.224010","88.70454545454545",3,0,0,4,40
"192.168.10.14","184.25.56.171","2017-07-07 17:28:14.742","2017-07-07 17:28:20.172","5.430936",0,8,2,1,"1.473043","0.000000",0,1,0,0,2,6
"192.168.10.14","184.29.129.25","2017-07-07 19:13:54.906","2017-07-07 19:15:50.111","115.205031",312,18,1,1,"0.156243176","2.70821506","17.333333333333332",2,0,0,1,17
"192.168.10.14","184.29.161.49","2017-07-07 19:23:05.267","2017-07-07 19:25:01.423","116.155767",435,17,1,1,"0.146355195","3.74497118","25.58823529411765",2,0,0,1,16
"192.168.10.14","184.30.4.121","2017-07-07 19:13:55.619","2017-07-07 19:15:51.161","115.542704",1354,33,2,1,"0.285608687","11.7186110","41.03030303030303",3,0,0,2,31
"192.168.10.14","184.31.202.183","2017-07-07 18:15:44.092","2017-07-07 18:15:44.366","0.274529",197,6,1,1,"21.8556","717.592","32.833333333333336",2,0,0,1,5
"192.168.10.14","184.72.55.119","2017-07-07 17:46:14.754","2017-07-07 17:47:15.746","60.991762",1574,16,1,1,"0.26233051","25.806764","98.375",3,0,0,1,15
"192.168.10.14","184.73.196.217","2017-07-07 17:28:17.685","2017-07-07 17:28:25.133","7.448786",4447,37,5,2,"4.967252","597.0100","120.1891891891892",4,0,0,5,32
"192.168.10.14","184.73.214.150","2017-07-07 18:03:36.448","2017-07-07 18:04:37.518","61.070006",911,15,1,1,"0.24561976","14.917307","60.733333333333334",3,0,0,1,14
"192.168.10.14","184.84.243.199","2017-07-07 18:44:40.127","2017-07-07 18:47:35.720","175.592306",588,24,1,1,"0.136680248","3.34866608","24.5",2,0,0,1,23
"192.168.10.14","184.84.243.218","2017-07-07 17:19:10.086","2017-07-07 17:57:11.260","2281.174231",1182,62,4,1,"0.02717898491","0.5181541962","19.06451612903226",2,0,0,4,58
"192.168.10.14","185.167.164.39","2017-07-07 17:00:04.103","2017-07-07 17:00:04.136","0.033055",77,4,1,1,"121.01","2329.5","19.25",2,0,0,0,4
"192.168.10.14","185.167.164.41","2017-07-07 17:28:17.750","2017-07-07 17:31:18.711","180.961183",1409,26,2,2,"0.143677222","7.78620020","54.19230769230769",4,0,0,2,24
"192.168.10.14","185.49.145.151","2017-07-07 19:09:27.060","2017-07-07 19:10:32.276","65.215431",448,16,2,1,"0.24534071","6.8695398",28,2,0,0,2,14
"192.168.10.14","185.49.145.152","2017-07-07 19:09:28.285","2017-07-07 19:10:33.499","65.214248",409,16,2,1,"0.24534516","6.2716356","25.5625",2,0,0,2,14
"192.168.10.14","185.54.150.115","2017-07-07 17:55:15.439","2017-07-07 18:08:05.457","770.018576",3261,59,5,1,"0.0766215282","4.23496277","55.271186440677965",3,0,0,5,54
"192.168.10.14","185.54.150.17","2017-07-07 17:55:14.722","2017-07-07 18:07:32.018","737.296212",7163,64,6,1,"0.0868036468","9.71522691","111.921875",3,0,0,6,58
"192.168.10.14","185.86.137.17","2017-07-07 17:28:18.840","2017-07-07 17:30:14.779","115.938851",912,23,1,1,"0.198380438","7.86621562","39.65217391304348",3,0,0,1,22
"192.168.10.14","185.86.139.58","2017-07-07 17:05:44.231","2017-07-07 17:07:40.229","115.998595",832,23,1,1,"0.198278264","7.17250067","36.17391304347826",3,0,0,1,22
"192.168.10.14","188.42.162.212","2017-07-07 19:09:26.332","2017-07-07 19:09:31.913","5.581014",277,10,2,1,"1.791789","49.63256","27.7",2,0,0,2,8
"192.168.10.14","191.232.80.53","2017-07-07 19:03:36.269","2017-07-07 19:03:36.593","0.324188",804,7,1,1,"21.5924","2480.04","114.85714285714286",2,0,0,1,6
"192.168.10.14","192.107.16.41","2017-07-07 19:36:24.295","2017-07-07 19:36:29.005","4.710087",1691,19,1,1,"4.033896","359.0167",89,3,0,0,1,18
"192.168.10.14","192.107.16.44","2017-07-07 19:36:25.086","2017-07-07 19:36:31.067","5.981318",20566,425,12,1,"71.05457","3438.373","48.39058823529412",3,0,0,12,413
"192.168.10.14","192.107.16.75","2017-07-07 19:36:27.502","2017-07-07 19:36:37.648","10.146063",5499,11,1,1,"1.0841644","541.98362","499.90909090909093",3,0,0,1,10
"192.168.10.14","192.168.10.255","2017-07-07 17:01:04.164","2017-07-07 20:01:05.458","10801.293897",0,234,0,0,"0.021664071196",0,0,1,0,0,0,0
"192.168.10.14","192.168.10.3","2017-07-07 17:00:58.665","2017-07-07 20:02:04.553","10865.888730",252372,12941,38,6,"1.1909748316","23.226079916","19.501738660072636",12,0,0,76,1127
"192.168.10.14","192.168.10.50","2017-07-07 17:00:22.079","2017-07-07 19:29:25.638","8943.559319",590380,3063,96,24,"0.3424810963","66.01174979","192.74567417564478",5,0,0,192,2871
"192.168.10.14","192.229.163.175","2017-07-07 17:05:40.160","2017-07-07 17:08:42.170","182.010175",1951,51,2,1,"0.280204115","10.7191809","38.254901960784316",3,0,0,2,49
"192.168.10.14","192.243.232.58","2017-07-07 17:14:41.517","2017-07-07 17:14:57.665","16.148101",1092,15,1,1,"0.92890180","67.624051","72.8",3,0,0,1,14
"192.168.10.14","192.243.250.36","2017-07-07 19:23:02.676","2017-07-07 19:23:18.922","16.246366",2509,22,2,1,"1.3541490","154.43454","114.04545454545455",3,0,0,2,20
"192.168.10.14","192.243.250.58","2017-07-07 19:40:58.832","2017-07-07 19:41:14.980","16.148256",1092,11,1,1,"0.68118811","67.623401","99.27272727272727",3,0,0,1,10
"192.168.10.14","192.243.250.84","2017-07-07 17:14:41.571","2017-07-07 17:14:57.596","16.025610",2563,14,1,1,"0.87360169","159.93151","183.07142857142858",3,0,0,1,13
"192.168.10.14","192.82.242.21","2017-07-07 17:28:19.016","2017-07-07 17:28:19.608","0.592373",4341,10,1,1,"16.8813","7328.15","434.1",3,0,0,1,9
"192.168.10.14","192.83.254.182","2017-07-07 18:31:10.369","2017-07-07 18:34:13.281","182.911619",18494,762,27,2,"4.16594640","101.108941","24.27034120734908",4,0,0,27,735
"192.168.10.14","192.95.33.174","2017-07-07 17:28:19.022","2017-07-07 17:28:30.429","11.407456",5199,20,1,1,"1.7532393","455.75456","259.95",3,0,0,1,19
"192.168.10.14","193.104.219.49","2017-07-07 17:28:12.599","2017-07-07 17:30:12.773","120.173534",1918,51,3,2,"0.424386287","15.9602529","37.6078431372549",4,0,0,3,48
"192.168.10.14","193.108.76.154","2017-07-07 17:14:42.354","2017-07-07 17:15:03.591","21.236406",14338,71,5,1,"3.3433152","675.16132","201.94366197183098",3,0,0,5,66
"192.168.10.14","193.17.41.211","2017-07-07 17:46:15.695","2017-07-07 17:46:17.549","1.854071",3803,116,6,1,"62.56503","2051.162","32.78448275862069",3,0,0,6,110
"192.168.10.14","193.17.41.99","2017-07-07 17:46:13.946","2017-07-07 17:47:15.037","61.091403",1546,24,2,1,"0.39285397","25.306343","64.41666666666667",3,0,0,2,22
"192.168.10.14","193.222.135.131","2017-07-07 17:46:14.692","2017-07-07 17:47:20.108","65.415899",1018,24,2,1,"0.36688329","15.561966","42.416666666666664",3,0,0,2,22
"192.168.10.14","193.222.135.72","2017-07-07 17:46:15.066","2017-07-07 17:47:22.219","67.152191",1395,28,2,1,"0.41696331","20.773708","49.82142857142857",3,0,0,2,26
"192.168.10.14","194.126.157.22","2017-07-07 17:28:17.236","2017-07-07 17:28:23.216","5.979948",263,9,2,1,"1.505030","43.98032","29.22222222222222",2,0,0,2,7
"192.168.10.14","195.154.148.3","2017-07-07 17:28:17.609","2017-07-07 17:28:47.902","30.293129",728,13,2,1,"0.42914022","24.031852",56,2,0,0,2,11
"192.168.10.14","195.70.1.181","2017-07-07 19:13:55.202","2017-07-07 19:13:55.739","0.536986",675,10,1,1,"18.6225","1257.02","67.5",3,0,0,1,9
"192.168.10.14","195.93.42.12","2017-07-07 19:23:04.823","2017-07-07 19:25:01.449","116.626135",1310,24,1,1,"0.205785779","11.2324738","54.583333333333336",3,0,0,1,23
"192.168.10.14","198.105.244.11","2017-07-07 18:14:18.179","2017-07-07 18:14:24.321","6.142295",0,12,4,1,"1.953667","0.000000",0,1,0,0,12,0
"192.168.10.14","198.105.254.11","2017-07-07 18:14:19.288","2017-07-07 18:14:25.540","6.251790",0,12,4,1,"1.919450","0.000000",0,1,0,0,12,0
"192.168.10.14","198.11.132.221","2017-07-07 19:22:58.928","2017-07-07 19:26:00.501","181.572886",1930,31,2,1,"0.170730337","10.6293403","62.25806451612903",3,0,0,2,29
"192.168.10.14","198.232.124.194","2017-07-07 18:07:35.551","2017-07-07 18:10:13.190","157.639004",857,19,1,1,"0.120528546","5.43647180","45.10526315789474",3,0,0,1,18
"192.168.10.14","198.232.125.113","2017-07-07 19:41:02.846","2017-07-07 19:44:03.546","180.699482",1457,43,2,1,"0.237964158","8.06311111","33.883720930232556",3,0,0,2,41
"192.168.10.14","198.232.125.3","2017-07-07 17:28:14.261","2017-07-07 17:29:54.813","100.552730",1417,27,2,1,"0.268515833","14.0921087","52.48148148148148",3,0,0,2,25
"192.168.10.14","198.232.125.87","2017-07-07 17:28:17.334","2017-07-07 17:28:23.112","5.777966",280,10,2,1,"1.730713","48.45996",28,2,0,0,2,8
"192.168.10.14","198.41.214.184","2017-07-07 17:55:11.207","2017-07-07 18:08:20.197","788.989704",1736,56,8,1,"0.0709768451","2.20028220",31,2,0,0,8,48
"192.168.10.14","198.51.152.178","2017-07-07 19:58:59.503","2017-07-07 19:59:05.066","5.563600",1200,21,2,1,"3.774534","215.6877","57.142857142857146",3,0,0,2,19
"192.168.10.14","198.54.12.127","2017-07-07 17:28:18.775","2017-07-07 17:30:15.731","116.955351",1847,22,1,1,"0.188105972","15.7923514","83.95454545454545",3,0,0,1,21
"192.168.10.14","198.8.70.212","2017-07-07 17:28:18.498","2017-07-07 17:28:28.675","10.176765",1641,9,1,1,"0.88436748","161.24967","182.33333333333334",3,0,0,1,8
"192.168.10.14","199.166.0.200","2017-07-07 17:46:17.812","2017-07-07 19:59:08.069","7970.257174",19546,120,13,1,"0.01505597591","2.452367543","162.88333333333333",3,0,0,13,107
"192.168.10.14","199.233.57.21","2017-07-07 17:28:18.969","2017-07-07 17:28:29.445","10.475514",1279,11,1,1,"1.0500678","122.09425","116.27272727272727",3,0,0,1,10
"192.168.10.14","199.244.48.57","2017-07-07 17:46:20.779","2017-07-07 17:46:45.858","25.078819",1123,28,2,1,"1.1164800","44.778823","40.107142857142854",3,0,0,2,26
"192.168.10.14","199.244.51.60","2017-07-07 17:46:17.059","2017-07-07 18:11:37.961","1520.902172",18666,154,11,1,"0.1012556908","12.27297872","121.20779220779221",3,0,0,11,143
"192.168.10.14","199.59.148.11","2017-07-07 17:10:12.187","2017-07-07 19:17:01.641","7609.454197",2889,55,3,1,"0.007227850852","0.3796592929","52.527272727272724",3,0,0,3,52
"192.168.10.14","199.59.148.12","2017-07-07 17:10:12.158","2017-07-07 17:13:12.523","180.365202",1703,36,2,1,"0.199595041","9.44195432","47.30555555555556",3,0,0,2,34
"192.168.10.14","199.59.148.23","2017-07-07 19:05:00.793","2017-07-07 19:08:01.768","180.975014",1361,22,1,1,"0.121563743","7.52037516","61.86363636363637",3,0,0,1,21
"192.168.10.14","199.59.149.233","2017-07-07 19:09:28.571","2017-07-07 19:12:29.758","181.186540",1881,32,2,1,"0.176613561","10.3815659","58.78125",3,0,0,2,30
"192.168.10.14","199.59.150.44","2017-07-07 19:13:58.142","2017-07-07 19:15:54.198","116.055893",361,21,2,1,"0.180947296","3.11057018","17.19047619047619",2,0,0,2,19
"192.168.10.14","199.96.57.6","2017-07-07 18:31:10.396","2017-07-07 19:05:09.821","2039.424281",2547,35,3,1,"0.01716170604","1.248881865","72.77142857142857",3,0,0,3,32
"192.168.10.14","200.61.221.226","2017-07-07 17:37:09.177","2017-07-07 17:37:14.023","4.845776",0,12,4,1,"2.476384","0.000000",0,1,0,0,12,0
"192.168.10.14","202.55.225.134","2017-07-07 19:23:04.739","2017-07-07 19:23:08.873","4.133828",1154,19,2,1,"4.596224","279.1601","60.73684210526316",3,0,0,2,17
"192.168.10.14","204.13.192.211","2017-07-07 19:59:01.784","2017-07-07 19:59:12.451","10.667860",23634,26,2,1,"2.4372274","2215.4397",909,3,0,0,2,24
"192.168.10.14","204.13.193.176","2017-07-07 17:46:15.678","2017-07-07 17:46:26.661","10.982732",8112,24,2,1,"2.1852487","738.61405",338,3,0,0,2,22
"192.168.10.14","204.2.255.234","2017-07-07 17:28:17.718","2017-07-07 17:30:15.740","118.022272",1570,38,2,2,"0.321973127","13.3025739","41.31578947368421",4,0,0,2,36
"192.168.10.14","204.237.173.131","2017-07-07 19:31:55.141","2017-07-07 19:33:51.119","115.977953",297,17,1,1,"0.146579583","2.56083154","17.470588235294116",2,0,0,1,16
"192.168.10.14","204.237.173.153","2017-07-07 18:06:57.695","2017-07-07 19:56:19.720","6562.025181",1182,62,4,1,"0.009448302664","0.1801273185","19.06451612903226",2,0,0,4,58
"192.168.10.14","204.79.197.200","2017-07-07 17:46:15.125","2017-07-07 20:00:01.871","8026.745603",11309,83,6,1,"0.01034042987","1.408914716","136.25301204819277",3,0,0,6,77
"192.168.10.14","205.174.165.73","2017-07-07 17:00:10.077","2017-07-07 20:00:52.879","10842.802079",0,312,104,1,"0.028774849686","0.0000000000",0,1,0,0,312,0
"192.168.10.14","206.126.112.157","2017-07-07 17:50:46.958","2017-07-07 17:53:48.690","181.731959",7822,561,1,1,"3.08696392","43.0414114","13.942959001782532",3,0,0,1,560
"192.168.10.14","206.212.251.19","2017-07-07 17:50:39.241","2017-07-07 17:50:40.413","1.171817",21453,344,19,1,"293.5612","18307.47","62.36337209302326",3,0,0,19,325
"192.168.10.14","206.54.163.50","2017-07-07 19:09:26.635","2017-07-07 19:09:42.919","16.284183",275,17,2,1,"1.0439578","16.887553","16.176470588235293",2,0,0,2,15
"192.168.10.14","207.154.215.104","2017-07-07 17:55:16.935","2017-07-07 18:07:54.125","757.189876",3359,62,4,1,"0.0818817076","4.43613961","54.17741935483871",3,0,0,4,58
"192.168.10.14","207.200.74.133","2017-07-07 17:28:18.943","2017-07-07 17:30:15.765","116.822012",1265,22,1,1,"0.188320674","10.8284387","57.5",3,0,0,1,21
"192.168.10.14","207.244.77.134","2017-07-07 17:10:11.513","2017-07-07 17:10:32.246","20.732831",2644,51,3,1,"2.4598667","127.52721","51.84313725490196",3,0,0,3,48
"192.168.10.14","208.185.50.90","2017-07-07 19:23:04.889","2017-07-07 19:23:09.762","4.873269",3353,11,1,1,"2.257212","688.0392","304.8181818181818",3,0,0,1,10
"192.168.10.14","208.81.233.48","2017-07-07 17:28:19.447","2017-07-07 17:28:25.123","5.675434",1771,20,2,1,"3.523960","312.0466","88.55",3,0,0,2,18
"192.168.10.14","208.92.238.32","2017-07-07 17:14:42.582","2017-07-07 17:14:43.056","0.473863",4652,19,2,1,"40.0960","9817.19","244.8421052631579",3,0,0,2,17
"192.168.10.14","209.15.222.77","2017-07-07 19:58:54.570","2017-07-07 20:01:57.531","182.961056",2051,35,1,1,"0.191297540","11.2100359","58.6",3,0,0,1,34
"192.168.10.14","209.15.36.33","2017-07-07 18:51:26.825","2017-07-07 18:51:32.038","5.213174",1105,10,1,1,"1.918217","211.9630","110.5",3,0,0,1,9
"192.168.10.14","209.15.36.34","2017-07-07 17:28:18.496","2017-07-07 17:28:23.716","5.219728",913,10,1,1,"1.915809","174.9133","91.3",3,0,0,1,9
"192.168.10.14","209.58.129.107","2017-07-07 19:59:02.426","2017-07-07 19:59:32.774","30.347711",1240,22,2,1,"0.72493111","40.859754","56.36363636363637",3,0,0,2,20
"192.168.10.14","209.85.144.154","2017-07-07 18:07:36.307","2017-07-07 18:10:37.008","180.701477",1181,21,1,1,"0.116213771","6.53564111","56.23809523809524",3,0,0,1,20
"192.168.10.14","209.85.201.156","2017-07-07 17:05:41.232","2017-07-07 17:08:42.217","180.985825",1166,21,1,1,"0.116031187","6.44249350","55.523809523809526",3,0,0,1,20
