"start_time","finish_time","src_ip","dst_ip","total_bytes","total_common_protocols","total_src_ports","total_dst_ports","total_http_errors","total_failures",duration
"2017-07-03 14:02:58.564","2017-07-03 14:03:59.984","192.168.10.16","192.0.76.3",961,0,4,1,0,0,"61.420320"
"2017-07-03 14:02:58.528","2017-07-03 14:06:01.621","192.168.10.16","192.0.77.2",12279,0,16,2,0,0,"183.092651"
"2017-07-03 14:02:58.527","2017-07-03 14:06:01.621","192.168.10.16","192.0.77.32",12860,0,16,2,0,0,"183.094765"
"2017-07-03 14:02:58.581","2017-07-03 14:05:59.627","192.168.10.16","192.0.78.18",998,0,1,1,0,0,"181.045161"
"2017-07-03 14:02:58.077","2017-07-03 14:04:22.181","192.168.10.16","192.0.79.32",1860,0,2,2,0,0,"84.103675"
"2017-07-03 14:02:57.972","2017-07-03 14:05:58.617","192.168.10.16","192.0.79.33",1044,0,1,1,0,0,"180.645788"
"2017-07-03 14:46:17.683","2017-07-03 14:48:14.577","192.168.10.16","192.138.218.96",1162,0,1,1,0,0,"116.894382"
"2017-07-03 12:05:15.060","2017-07-03 14:50:16.169","192.168.10.16","192.168.10.12",4170,0,1,1,0,0,"9901.108714"
"2017-07-03 12:04:37.414","2017-07-03 14:51:44.498","192.168.10.16","192.168.10.255",0,0,0,0,0,0,"10027.084129"
"2017-07-03 12:04:27.698","2017-07-03 14:51:35.411","192.168.10.16","192.168.10.3",92966,0,21,3,0,0,"10027.712465"
"2017-07-03 12:12:59.879","2017-07-03 12:12:59.879","192.168.10.16","192.168.10.5",0,0,0,0,0,0,"0.000004"
"2017-07-03 12:06:36.228","2017-07-03 14:51:20.891","192.168.10.16","192.168.10.50",354364,0,53,16,0,0,"9884.662921"
"2017-07-03 13:18:39.442","2017-07-03 13:18:45.077","192.168.10.16","192.225.158.1",3343,0,5,1,0,0,"5.634914"
"2017-07-03 13:59:06.092","2017-07-03 13:59:36.701","192.168.10.16","192.229.163.213",10403,0,12,1,0,0,"30.609331"
"2017-07-03 13:00:38.405","2017-07-03 13:02:56.658","192.168.10.16","192.229.173.173",38465,0,40,1,0,0,"138.252546"
"2017-07-03 12:16:03.342","2017-07-03 12:34:36.684","192.168.10.16","192.229.211.40",13365,0,14,1,0,0,"1113.342419"
"2017-07-03 14:19:10.673","2017-07-03 14:27:56.777","192.168.10.16","192.229.211.82",68695,0,30,1,0,0,"526.103713"
"2017-07-03 13:47:34.664","2017-07-03 13:50:35.929","192.168.10.16","192.243.232.2",6042,0,6,1,0,0,"181.264348"
"2017-07-03 12:51:41.326","2017-07-03 12:51:59.385","192.168.10.16","192.243.232.58",2553,0,3,1,0,0,"18.058683"
"2017-07-03 12:51:41.428","2017-07-03 12:51:58.325","192.168.10.16","192.243.250.36",7140,0,6,1,0,0,"16.897502"
"2017-07-03 13:18:40.062","2017-07-03 13:18:56.023","192.168.10.16","192.243.250.65",3170,0,2,1,0,0,"15.960837"
"2017-07-03 13:47:33.442","2017-07-03 13:49:29.444","192.168.10.16","192.33.31.72",663,0,1,1,0,0,"116.002681"
"2017-07-03 12:06:57.972","2017-07-03 12:08:53.662","192.168.10.16","192.35.249.127",876,0,1,1,0,0,"115.689831"
"2017-07-03 12:24:47.855","2017-07-03 12:24:51.251","192.168.10.16","192.82.242.23",5315,0,2,1,0,0,"3.396343"
"2017-07-03 12:06:57.885","2017-07-03 12:51:50.304","192.168.10.16","192.82.242.50",9062,0,5,2,0,0,"2692.419603"
"2017-07-03 14:03:00.369","2017-07-03 14:03:00.922","192.168.10.16","192.82.242.92",0,0,1,1,0,0,"0.553111"
"2017-07-03 14:03:07.956","2017-07-03 14:03:13.707","192.168.10.16","192.82.243.118",0,0,2,1,0,0,"5.751676"
"2017-07-03 12:04:38.695","2017-07-03 12:15:53.696","192.168.10.16","192.95.27.155",0,0,0,0,0,0,"675.001260"
"2017-07-03 14:13:49.925","2017-07-03 14:13:55.916","192.168.10.16","193.17.41.211",2948,0,6,1,0,0,"5.991199"
"2017-07-03 14:13:48.161","2017-07-03 14:14:49.587","192.168.10.16","193.17.41.99",1541,0,2,1,0,0,"61.426082"
"2017-07-03 14:13:49.239","2017-07-03 14:14:54.758","192.168.10.16","193.222.135.131",1020,0,2,1,0,0,"65.518741"
"2017-07-03 14:13:49.419","2017-07-03 14:14:55.260","192.168.10.16","193.222.135.72",1031,0,2,1,0,0,"65.840346"
"2017-07-03 12:24:50.119","2017-07-03 12:24:58.613","192.168.10.16","193.70.45.30",3486,0,3,1,0,0,"8.493518"
"2017-07-03 14:02:59.716","2017-07-03 14:04:55.565","192.168.10.16","194.60.187.230",338,0,2,1,0,0,"115.848884"
"2017-07-03 12:11:06.318","2017-07-03 12:11:06.853","192.168.10.16","195.142.109.125",352,0,1,1,0,0,"0.535635"
"2017-07-03 14:02:59.963","2017-07-03 14:27:56.802","192.168.10.16","195.234.240.81",61402,0,59,1,0,0,"1496.838567"
"2017-07-03 13:59:05.514","2017-07-03 13:59:08.887","192.168.10.16","195.244.30.136",1111,0,1,1,0,0,"3.373581"
"2017-07-03 12:42:36.776","2017-07-03 12:42:52.517","192.168.10.16","198.101.167.72",1446,0,2,2,0,0,"15.741589"
"2017-07-03 12:42:36.481","2017-07-03 12:43:41.715","192.168.10.16","198.101.167.73",676,0,1,1,0,0,"65.234285"
"2017-07-03 13:14:06.400","2017-07-03 13:14:06.518","192.168.10.16","198.105.244.11",0,0,2,1,0,0,"0.118088"
"2017-07-03 13:14:06.432","2017-07-03 13:14:06.550","192.168.10.16","198.105.254.11",0,0,2,1,0,0,"0.118348"
"2017-07-03 14:46:18.039","2017-07-03 14:49:19.557","192.168.10.16","198.211.102.79",1523,0,1,1,0,0,"181.517376"
"2017-07-03 12:24:40.573","2017-07-03 12:30:21.948","192.168.10.16","198.232.124.196",3627,0,4,1,0,0,"341.374504"
"2017-07-03 14:35:21.306","2017-07-03 14:35:27.206","192.168.10.16","198.232.125.32",4726,0,5,1,0,0,"5.899810"
"2017-07-03 12:45:37.373","2017-07-03 13:02:56.733","192.168.10.16","198.252.206.25",1121,0,1,1,0,0,"1039.360440"
"2017-07-03 12:51:37.096","2017-07-03 12:52:26.227","192.168.10.16","198.41.214.185",2190,0,2,1,0,0,"49.131195"
"2017-07-03 14:40:50.496","2017-07-03 14:41:36.531","192.168.10.16","198.41.215.184",438,0,2,1,0,0,"46.035376"
"2017-07-03 12:51:41.327","2017-07-03 13:47:47.868","192.168.10.16","198.51.152.179",3005,0,4,1,0,0,"3366.541319"
"2017-07-03 14:03:02.122","2017-07-03 14:03:07.582","192.168.10.16","198.51.152.183",896,0,1,1,0,0,"5.459768"
"2017-07-03 12:18:16.589","2017-07-03 14:03:08.706","192.168.10.16","198.51.152.184",4542,0,7,2,0,0,"6292.117006"
"2017-07-03 12:24:45.015","2017-07-03 12:26:48.149","192.168.10.16","198.54.12.127",6578,0,2,1,0,0,"123.133568"
"2017-07-03 12:59:45.489","2017-07-03 12:59:56.667","192.168.10.16","198.8.70.210",2908,0,2,1,0,0,"11.177181"
"2017-07-03 12:16:16.581","2017-07-03 13:32:12.787","192.168.10.16","198.8.70.211",5989,0,4,1,0,0,"4556.205421"
"2017-07-03 12:29:52.874","2017-07-03 12:51:52.718","192.168.10.16","198.8.70.212",7112,0,4,1,0,0,"1319.843466"
"2017-07-03 12:15:47.275","2017-07-03 12:18:48.661","192.168.10.16","199.16.156.11",1003,0,1,1,0,0,"181.385939"
"2017-07-03 12:15:47.334","2017-07-03 12:18:48.590","192.168.10.16","199.16.156.73",1686,0,2,1,0,0,"181.255448"
"2017-07-03 12:45:38.992","2017-07-03 14:46:22.019","192.168.10.16","199.166.0.200",11700,0,8,1,0,0,"7243.026744"
"2017-07-03 12:19:12.904","2017-07-03 12:21:10.203","192.168.10.16","199.187.193.1",2769,0,1,1,0,0,"117.299843"
"2017-07-03 12:24:37.419","2017-07-03 12:31:37.233","192.168.10.16","199.187.193.133",5110,0,9,1,0,0,"419.814551"
"2017-07-03 12:24:46.456","2017-07-03 12:25:01.141","192.168.10.16","199.233.57.18",3409,0,1,1,0,0,"14.685013"
"2017-07-03 13:32:10.479","2017-07-03 13:32:21.350","192.168.10.16","199.233.57.21",1471,0,2,1,0,0,"10.871304"
"2017-07-03 12:54:43.002","2017-07-03 12:54:54.045","192.168.10.16","199.38.164.37",2812,0,2,1,0,0,"11.043424"
"2017-07-03 12:42:40.126","2017-07-03 12:42:51.170","192.168.10.16","199.38.164.54",814,0,1,1,0,0,"11.043903"
"2017-07-03 12:54:43.002","2017-07-03 12:59:56.658","192.168.10.16","199.38.164.55",9664,0,6,1,0,0,"313.656339"
"2017-07-03 12:51:40.609","2017-07-03 12:54:41.669","192.168.10.16","199.59.148.12",1165,0,1,1,0,0,"181.059961"
"2017-07-03 13:47:38.935","2017-07-03 14:43:52.310","192.168.10.16","199.59.148.84",2775,0,3,1,0,0,"3373.374458"
"2017-07-03 14:30:02.801","2017-07-03 14:33:04.238","192.168.10.16","199.59.149.201",1363,0,1,1,0,0,"181.437098"
"2017-07-03 12:51:41.428","2017-07-03 12:54:46.262","192.168.10.16","199.59.149.243",2006,0,2,1,0,0,"184.834226"
"2017-07-03 13:47:38.935","2017-07-03 13:50:40.458","192.168.10.16","199.59.150.44",1011,0,1,1,0,0,"181.522449"
"2017-07-03 12:42:39.776","2017-07-03 14:30:12.061","192.168.10.16","199.96.57.6",3335,0,5,2,0,0,"6452.284947"
"2017-07-03 12:24:36.397","2017-07-03 12:29:54.007","192.168.10.16","200.42.136.212",41386,0,24,1,0,0,"317.609967"
"2017-07-03 12:36:37.979","2017-07-03 12:36:38.173","192.168.10.16","200.61.221.226",0,0,2,1,0,0,"0.193864"
"2017-07-03 13:05:08.265","2017-07-03 13:07:14.101","192.168.10.16","202.153.190.10",56770,0,6,1,0,0,"125.836479"
"2017-07-03 13:00:48.479","2017-07-03 13:01:04.611","192.168.10.16","202.77.129.146",1530,0,1,1,0,0,"16.132003"
"2017-07-03 13:00:51.589","2017-07-03 13:01:52.684","192.168.10.16","202.77.129.169",1604,0,2,1,0,0,"61.095280"
"2017-07-03 13:00:43.208","2017-07-03 13:00:53.007","192.168.10.16","202.77.129.177",1928,0,2,1,0,0,"9.799186"
"2017-07-03 13:00:43.208","2017-07-03 13:00:52.989","192.168.10.16","202.77.129.214",1476,0,2,1,0,0,"9.781439"
"2017-07-03 13:00:49.141","2017-07-03 13:01:50.286","192.168.10.16","202.77.129.230",1494,0,2,1,0,0,"61.145360"
"2017-07-03 13:00:37.278","2017-07-03 13:00:38.844","192.168.10.16","202.77.129.25",901,0,1,1,0,0,"1.566397"
"2017-07-03 13:00:48.559","2017-07-03 13:00:53.155","192.168.10.16","202.77.129.54",2196,0,2,1,0,0,"4.596648"
"2017-07-03 13:00:40.951","2017-07-03 13:00:51.987","192.168.10.16","202.77.129.92",2988,0,4,1,0,0,"11.035436"
"2017-07-03 13:55:16.694","2017-07-03 13:56:25.599","192.168.10.16","203.205.158.21",13658,0,6,1,0,0,"68.904864"
"2017-07-03 12:51:41.870","2017-07-03 12:53:39.378","192.168.10.16","204.11.109.65",1299,0,1,1,0,0,"117.508139"
"2017-07-03 12:51:39.736","2017-07-03 12:53:37.374","192.168.10.16","204.11.109.67",1235,0,1,1,0,0,"117.638105"
"2017-07-03 12:42:40.481","2017-07-03 12:42:50.971","192.168.10.16","204.13.192.177",4082,0,2,1,0,0,"10.490126"
"2017-07-03 12:42:39.941","2017-07-03 12:43:45.417","192.168.10.16","204.13.197.86",3535,0,2,1,0,0,"65.476086"
"2017-07-03 12:48:37.201","2017-07-03 12:51:40.147","192.168.10.16","204.187.101.132",8848,0,12,1,0,0,"182.946311"
"2017-07-03 12:51:41.415","2017-07-03 12:51:42.942","192.168.10.16","204.2.197.211",867,0,1,1,0,0,"1.526817"
"2017-07-03 14:30:06.034","2017-07-03 14:32:02.378","192.168.10.16","204.2.255.225",1739,0,2,1,0,0,"116.343727"
"2017-07-03 12:36:37.272","2017-07-03 14:04:53.502","192.168.10.16","204.237.173.17",1176,0,2,1,0,0,"5296.230761"
"2017-07-03 12:16:16.507","2017-07-03 12:18:12.412","192.168.10.16","204.246.169.22",1135,0,2,1,0,0,"115.905504"
"2017-07-03 12:42:40.122","2017-07-03 14:14:50.223","192.168.10.16","204.79.197.200",12164,0,13,2,0,0,"5530.101255"
"2017-07-03 14:19:08.796","2017-07-03 14:27:32.525","192.168.10.16","204.8.234.202",5738,0,6,2,0,0,"503.728772"
"2017-07-03 14:19:10.549","2017-07-03 14:19:20.988","192.168.10.16","204.8.234.204",1221,0,3,1,0,0,"10.439420"
"2017-07-03 12:51:42.280","2017-07-03 12:51:44.130","192.168.10.16","205.180.87.137",834,0,1,1,0,0,"1.850390"
"2017-07-03 12:29:52.709","2017-07-03 12:29:58.874","192.168.10.16","205.180.87.140",2408,0,4,1,0,0,"6.164665"
"2017-07-03 12:15:37.996","2017-07-03 12:15:55.790","192.168.10.16","205.185.216.10",1788,0,2,1,0,0,"17.793903"
"2017-07-03 12:15:45.180","2017-07-03 14:51:45.223","192.168.10.16","205.185.216.42",15406,0,12,1,0,0,"9360.042631"
"2017-07-03 12:04:35.047","2017-07-03 12:14:48.696","192.168.10.16","206.108.0.131",0,0,0,0,0,0,"613.648946"
"2017-07-03 12:04:38.695","2017-07-03 12:13:39.696","192.168.10.16","206.108.0.133",0,0,0,0,0,0,"541.001224"
"2017-07-03 12:04:35.766","2017-07-03 12:14:46.696","192.168.10.16","206.108.0.134",0,0,0,0,0,0,"610.929629"
"2017-07-03 14:03:01.907","2017-07-03 14:03:02.138","192.168.10.16","206.126.112.147",1020,0,2,1,0,0,"0.231358"
"2017-07-03 13:36:44.433","2017-07-03 13:39:45.900","192.168.10.16","206.126.112.153",26551,0,1,1,0,0,"181.467544"
"2017-07-03 12:04:36.699","2017-07-03 12:13:36.696","192.168.10.16","206.75.89.101",0,0,0,0,0,0,"539.996820"
"2017-07-03 12:24:46.797","2017-07-03 12:27:01.231","192.168.10.16","207.200.74.133",2864,0,1,1,0,0,"134.434372"
"2017-07-03 12:04:36.699","2017-07-03 14:45:36.699","192.168.10.16","207.210.46.249",0,0,0,0,0,0,"9660.000185"
"2017-07-03 14:40:50.162","2017-07-03 14:42:46.304","192.168.10.16","207.46.96.206",4647,0,1,1,0,0,"116.141708"
"2017-07-03 12:51:41.403","2017-07-03 12:51:42.942","192.168.10.16","208.100.17.180",676,0,1,1,0,0,"1.538086"
"2017-07-03 14:03:01.281","2017-07-03 14:03:06.698","192.168.10.16","208.100.17.184",502,0,2,1,0,0,"5.416850"
"2017-07-03 14:03:01.527","2017-07-03 14:03:01.755","192.168.10.16","208.100.17.188",365,0,1,1,0,0,"0.228023"
"2017-07-03 12:51:42.810","2017-07-03 12:53:38.314","192.168.10.16","208.185.118.91",441,0,2,1,0,0,"115.503650"
"2017-07-03 13:32:14.503","2017-07-03 13:34:10.985","192.168.10.16","208.185.50.80",2637,0,2,1,0,0,"116.481939"
"2017-07-03 12:04:37.709","2017-07-03 12:14:48.696","192.168.10.16","208.73.56.29",0,0,0,0,0,0,"610.987155"
"2017-07-03 12:04:37.709","2017-07-03 14:46:56.699","192.168.10.16","208.81.1.244",0,0,0,0,0,0,"9738.990637"
"2017-07-03 13:47:39.022","2017-07-03 13:47:39.739","192.168.10.16","208.81.233.32",2150,0,2,1,0,0,"0.717824"
"2017-07-03 14:03:07.254","2017-07-03 14:03:12.378","192.168.10.16","209.15.36.23",543,0,1,1,0,0,"5.123874"
"2017-07-03 13:32:12.825","2017-07-03 13:32:18.763","192.168.10.16","209.15.36.31",1245,0,2,1,0,0,"5.937709"
"2017-07-03 12:24:43.357","2017-07-03 12:25:02.599","192.168.10.16","209.15.36.32",3026,0,4,1,0,0,"19.242018"
"2017-07-03 12:51:39.768","2017-07-03 12:51:50.316","192.168.10.16","209.197.3.19",1332,0,1,1,0,0,"10.547631"
"2017-07-03 12:06:58.176","2017-07-03 13:21:41.275","192.168.10.16","209.85.144.156",4645,0,4,1,0,0,"4483.099053"
"2017-07-03 12:47:23.953","2017-07-03 12:47:26.093","192.168.10.16","209.85.201.108",1413,0,1,1,0,0,"2.140153"
"2017-07-03 14:13:45.615","2017-07-03 14:15:47.306","192.168.10.16","212.77.100.127",15727,0,7,1,0,0,"121.690577"
"2017-07-03 14:13:50.194","2017-07-03 14:15:47.306","192.168.10.16","212.77.100.128",8927,0,6,1,0,0,"117.111289"
"2017-07-03 14:13:47.477","2017-07-03 14:27:56.822","192.168.10.16","212.77.100.137",8355,0,10,1,0,0,"849.344870"
"2017-07-03 14:13:49.294","2017-07-03 14:16:50.703","192.168.10.16","212.77.100.138",1533,0,1,1,0,0,"181.408981"
"2017-07-03 14:13:48.604","2017-07-03 14:15:45.304","192.168.10.16","212.77.100.214",1879,0,2,1,0,0,"116.700648"
"2017-07-03 14:13:45.639","2017-07-03 14:16:49.699","192.168.10.16","212.77.100.233",2741,0,3,1,0,0,"184.059067"
"2017-07-03 14:13:48.256","2017-07-03 14:27:56.821","192.168.10.16","212.77.100.41",4694,0,4,1,0,0,"848.565722"
"2017-07-03 14:13:44.779","2017-07-03 14:13:48.048","192.168.10.16","212.77.100.61",2004,0,1,1,0,0,"3.269158"
"2017-07-03 14:13:45.843","2017-07-03 14:26:47.940","192.168.10.16","212.77.100.82",11668,0,1,1,0,0,"782.096436"
"2017-07-03 14:13:46.561","2017-07-03 14:27:56.834","192.168.10.16","212.77.101.100",20362,0,7,1,0,0,"850.273553"
"2017-07-03 14:13:52.171","2017-07-03 14:14:57.822","192.168.10.16","212.77.99.20",3558,0,3,1,0,0,"65.650389"
"2017-07-03 14:13:46.611","2017-07-03 14:16:56.685","192.168.10.16","212.77.99.29",4950,0,1,1,0,0,"190.073956"
"2017-07-03 14:03:00.950","2017-07-03 14:03:01.755","192.168.10.16","213.155.156.180",701,0,1,1,0,0,"0.804938"
"2017-07-03 12:48:40.195","2017-07-03 12:48:55.268","192.168.10.16","213.174.157.75",1877,0,1,1,0,0,"15.073195"
"2017-07-03 12:24:43.242","2017-07-03 14:52:18.170","192.168.10.16","216.200.232.114",6826,0,5,1,0,0,"8854.927710"
"2017-07-03 12:51:41.323","2017-07-03 12:57:41.893","192.168.10.16","216.200.232.121",1392,0,2,1,0,0,"360.570361"
"2017-07-03 12:42:40.099","2017-07-03 14:19:49.328","192.168.10.16","216.200.232.14",4823,0,7,2,0,0,"5829.229503"
"2017-07-03 13:32:10.695","2017-07-03 13:38:12.793","192.168.10.16","216.200.232.216",2281,0,1,1,0,0,"362.098516"
"2017-07-03 13:47:35.363","2017-07-03 13:50:36.506","192.168.10.16","216.58.211.110",1730,0,2,1,0,0,"181.143013"
"2017-07-03 12:15:56.802","2017-07-03 12:18:57.950","192.168.10.16","216.58.217.68",1217,0,1,1,0,0,"181.148008"
"2017-07-03 14:03:01.061","2017-07-03 14:49:21.546","192.168.10.16","216.58.219.194",22628,0,3,2,0,0,"2780.484877"
"2017-07-03 12:24:56.047","2017-07-03 12:27:56.439","192.168.10.16","216.58.219.195",701,0,1,1,0,0,"180.391192"
"2017-07-03 13:32:12.210","2017-07-03 13:35:16.009","192.168.10.16","216.58.219.225",3897,0,4,1,0,0,"183.798422"
"2017-07-03 13:32:11.079","2017-07-03 14:16:50.609","192.168.10.16","216.58.219.226",11502,0,2,1,0,0,"2679.530338"
"2017-07-03 12:59:46.828","2017-07-03 13:02:47.882","192.168.10.16","216.58.219.227",1230,0,2,1,0,0,"181.053837"
"2017-07-03 12:24:50.407","2017-07-03 14:49:16.549","192.168.10.16","216.58.219.228",15333,0,4,1,0,0,"8666.141697"
"2017-07-03 13:27:38.825","2017-07-03 13:30:40.046","192.168.10.16","216.58.219.237",1815,0,2,1,0,0,"181.220692"
"2017-07-03 12:24:52.468","2017-07-03 14:35:27.242","192.168.10.16","216.58.219.238",3046,0,4,2,0,0,"7834.774110"
"2017-07-03 12:57:38.499","2017-07-03 12:57:46.932","192.168.10.16","217.196.33.13",4716,0,7,1,0,0,"8.433013"
"2017-07-03 12:57:37.679","2017-07-03 12:57:52.988","192.168.10.16","217.196.36.1",676,0,2,1,0,0,"15.308559"
"2017-07-03 12:57:36.433","2017-07-03 12:57:55.061","192.168.10.16","217.196.36.3",10577,0,15,2,0,0,"18.627684"
"2017-07-03 12:57:37.812","2017-07-03 12:57:39.743","192.168.10.16","217.196.41.113",675,0,1,1,0,0,"1.930715"
"2017-07-03 13:05:09.389","2017-07-03 13:05:15.190","192.168.10.16","219.87.64.165",443,0,1,1,0,0,"5.800934"
"2017-07-03 12:04:25.351","2017-07-03 12:04:25.351","192.168.10.16","224.0.0.22",0,0,0,0,0,0,"0.000000"
"2017-07-03 12:04:25.462","2017-07-03 14:43:13.781","192.168.10.16","224.0.0.251",0,0,0,0,0,0,"9528.318827"
"2017-07-03 12:29:42.139","2017-07-03 12:31:42.233","192.168.10.16","23.1.136.197",1924,0,2,1,0,0,"120.093739"
"2017-07-03 12:20:07.880","2017-07-03 12:20:13.784","192.168.10.16","23.111.10.140",299,0,2,1,0,0,"5.904409"
"2017-07-03 12:20:08.877","2017-07-03 12:20:14.789","192.168.10.16","23.111.10.148",304,0,2,1,0,0,"5.912046"
"2017-07-03 12:18:32.429","2017-07-03 12:26:39.101","192.168.10.16","23.12.36.193",2909,0,3,1,0,0,"486.671583"
"2017-07-03 12:45:37.153","2017-07-03 14:32:01.573","192.168.10.16","23.15.155.27",4713,0,25,1,0,0,"6384.419932"
"2017-07-03 14:40:51.857","2017-07-03 14:42:47.234","192.168.10.16","23.15.4.10",898,0,4,1,0,0,"115.377011"
"2017-07-03 12:42:39.679","2017-07-03 12:44:35.091","192.168.10.16","23.15.4.11",532,0,1,1,0,0,"115.411369"
"2017-07-03 14:03:03.016","2017-07-03 14:04:58.481","192.168.10.16","23.15.4.19",1002,0,2,1,0,0,"115.464530"
"2017-07-03 12:18:16.998","2017-07-03 14:48:13.514","192.168.10.16","23.15.4.8",1764,0,5,1,0,0,"8996.515639"
"2017-07-03 13:32:11.079","2017-07-03 13:34:06.961","192.168.10.16","23.15.4.9",441,0,1,1,0,0,"115.882261"
"2017-07-03 12:51:45.787","2017-07-03 12:51:51.307","192.168.10.16","23.194.108.102",345,0,1,1,0,0,"5.519769"
"2017-07-03 13:27:37.097","2017-07-03 13:29:35.032","192.168.10.16","23.194.108.106",48559,0,15,1,0,0,"117.935179"
"2017-07-03 12:51:43.355","2017-07-03 12:53:40.310","192.168.10.16","23.194.108.108",2280,0,1,1,0,0,"116.954664"
"2017-07-03 12:51:38.661","2017-07-03 12:53:34.309","192.168.10.16","23.194.108.111",1032,0,2,1,0,0,"115.647657"
"2017-07-03 12:51:37.851","2017-07-03 12:54:40.727","192.168.10.16","23.194.108.174",12073,0,13,1,0,0,"182.876546"
"2017-07-03 12:51:40.417","2017-07-03 12:51:46.300","192.168.10.16","23.194.108.19",348,0,1,1,0,0,"5.883074"
"2017-07-03 12:06:58.526","2017-07-03 12:08:54.657","192.168.10.16","23.194.108.45",294,0,2,1,0,0,"116.130665"
"2017-07-03 12:22:53.041","2017-07-03 12:33:58.138","192.168.10.16","23.194.109.232",7894,0,14,1,0,0,"665.097347"
"2017-07-03 14:30:03.963","2017-07-03 14:31:59.329","192.168.10.16","23.194.111.147",1444,0,1,1,0,0,"115.366131"
"2017-07-03 12:30:12.041","2017-07-03 12:31:03.411","192.168.10.16","23.194.111.184",2149,0,4,1,0,0,"51.370425"
"2017-07-03 13:18:37.481","2017-07-03 13:20:33.243","192.168.10.16","23.194.140.85",1112,0,2,1,0,0,"115.761632"
"2017-07-03 12:15:56.826","2017-07-03 12:33:21.224","192.168.10.16","23.194.141.104",25246,0,28,1,0,0,"1044.398442"
"2017-07-03 12:06:57.917","2017-07-03 12:08:53.657","192.168.10.16","23.194.141.179",936,0,1,1,0,0,"115.739595"
"2017-07-03 12:29:41.854","2017-07-03 12:31:37.196","192.168.10.16","23.194.141.192",1369,0,2,1,0,0,"115.342043"
"2017-07-03 12:06:51.635","2017-07-03 12:06:55.587","192.168.10.16","23.194.141.58",735,0,2,1,0,0,"3.951858"
"2017-07-03 12:16:09.822","2017-07-03 12:32:34.971","192.168.10.16","23.194.142.5",6829,0,10,1,0,0,"985.148455"
"2017-07-03 12:24:02.752","2017-07-03 12:25:59.138","192.168.10.16","23.194.142.69",1448,0,2,1,0,0,"116.386910"
"2017-07-03 12:06:57.971","2017-07-03 12:08:54.656","192.168.10.16","23.194.142.7",676,0,1,1,0,0,"116.684811"
"2017-07-03 12:24:50.406","2017-07-03 12:26:47.111","192.168.10.16","23.194.180.170",701,0,1,1,0,0,"116.704955"
"2017-07-03 12:42:40.185","2017-07-03 12:42:58.094","192.168.10.16","23.194.181.102",415,0,1,1,0,0,"17.909257"
"2017-07-03 12:20:51.056","2017-07-03 12:27:46.362","192.168.10.16","23.194.181.103",10854,0,15,1,0,0,"415.305907"
"2017-07-03 13:18:36.875","2017-07-03 14:42:42.236","192.168.10.16","23.194.181.110",1703,0,3,1,0,0,"5045.360775"
"2017-07-03 12:45:36.968","2017-07-03 12:56:42.227","192.168.10.16","23.194.181.179",4125,0,4,1,0,0,"665.259033"
"2017-07-03 12:24:37.533","2017-07-03 12:26:47.112","192.168.10.16","23.194.181.193",2594,0,3,1,0,0,"129.579415"
"2017-07-03 13:32:14.036","2017-07-03 13:34:10.005","192.168.10.16","23.194.181.202",11813,0,2,1,0,0,"115.969108"
"2017-07-03 12:54:43.485","2017-07-03 12:56:40.242","192.168.10.16","23.194.181.29",1418,0,2,1,0,0,"116.756368"
"2017-07-03 13:32:15.234","2017-07-03 13:34:16.974","192.168.10.16","23.194.181.54",14206,0,4,1,0,0,"121.740568"
"2017-07-03 14:40:51.331","2017-07-03 14:42:47.242","192.168.10.16","23.194.181.63",1010,0,2,1,0,0,"115.911553"
"2017-07-03 14:40:46.801","2017-07-03 14:43:49.289","192.168.10.16","23.194.181.75",9335,0,6,1,0,0,"182.488006"
"2017-07-03 12:19:19.032","2017-07-03 12:27:03.167","192.168.10.16","23.194.182.12",13285,0,23,1,0,0,"464.134904"
"2017-07-03 14:30:37.279","2017-07-03 14:32:33.152","192.168.10.16","23.194.182.82",3104,0,1,1,0,0,"115.873277"
"2017-07-03 13:32:08.190","2017-07-03 13:32:14.043","192.168.10.16","23.199.171.178",1023,0,2,1,0,0,"5.853569"
"2017-07-03 13:47:33.881","2017-07-03 13:49:29.444","192.168.10.16","23.199.172.151",1279,0,2,1,0,0,"115.563128"
"2017-07-03 13:32:10.856","2017-07-03 13:32:11.822","192.168.10.16","23.199.172.242",795,0,1,1,0,0,"0.965273"
"2017-07-03 13:32:09.717","2017-07-03 13:32:14.896","192.168.10.16","23.199.206.254",348,0,1,1,0,0,"5.178181"
"2017-07-03 13:32:10.807","2017-07-03 13:34:06.974","192.168.10.16","23.2.12.111",744,0,1,1,0,0,"116.167175"
"2017-07-03 12:18:17.066","2017-07-03 12:21:22.168","192.168.10.16","23.20.226.199",9085,0,11,1,0,0,"185.102469"
"2017-07-03 14:30:04.486","2017-07-03 14:32:06.347","192.168.10.16","23.202.233.94",1947,0,2,1,0,0,"121.861148"
"2017-07-03 12:24:47.500","2017-07-03 12:31:42.212","192.168.10.16","23.203.131.219",2962,0,3,1,0,0,"414.712248"
"2017-07-03 12:15:57.402","2017-07-03 12:18:05.390","192.168.10.16","23.203.96.167",2168,0,4,1,0,0,"127.987204"
"2017-07-03 12:51:40.027","2017-07-03 12:53:37.309","192.168.10.16","23.205.26.97",1730,0,1,1,0,0,"117.281707"
"2017-07-03 13:32:08.368","2017-07-03 13:34:08.007","192.168.10.16","23.207.26.158",1437,0,2,1,0,0,"119.639239"
