conversation,duration,start,finish,"dc_src_ports","dc_dst_ports","total_mb","avg_mb",mbps,"total_packets","num_protocols","flag_ack","flag_fin","flag_psh","flag_rst","flag_syn"
"13.89.36.85->192.168.10.5","0.33814980","2017-07-07 19:14:30.667","2017-07-07 19:14:50.956",1,2,"0.02607440948486328","0.0011336699776027513","0.077109049",23,2,23,2,3,0,2
"13.92.139.214->192.168.10.15","1.93508095","2017-07-07 17:55:51.441","2017-07-07 17:57:47.546",1,1,"0.0033416748046875","0.00018564860026041666","0.00172689148",18,2,18,1,3,0,1
"130.211.102.28->192.168.10.19","1.0936201","2017-07-07 19:55:48.250","2017-07-07 19:56:53.867",1,1,"0.005980491638183594","0.0003517936257755055","0.0054685277",17,2,17,1,5,0,1
"130.211.115.4->192.168.10.12","0.02616514","2017-07-07 17:49:17.379","2017-07-07 17:49:18.949",1,5,"0.014597892761230469","0.000317345494809358","0.5579139",46,2,46,5,19,0,5
"130.211.12.53->192.168.10.5","3.02180978","2017-07-07 17:54:21.940","2017-07-07 17:57:23.248",1,1,"0.0043735504150390625","0.00019879774613813922","0.00144732817",22,2,22,1,13,0,1
"130.211.13.189->192.168.10.14","1.94016378","2017-07-07 17:28:14.312","2017-07-07 17:30:10.722",1,2,"0.0009222030639648438","0.00003074010213216146","0.000475322275",30,2,30,2,2,0,2
"130.211.13.19->192.168.10.16","3.02265004","2017-07-07 18:04:47.568","2017-07-07 18:07:48.927",1,1,"0.1611614227294922","0.001185010461246266","0.0533179233",136,2,136,1,21,0,1
"130.211.18.204->192.168.10.15","3.01362147","2017-07-07 17:39:30.328","2017-07-07 17:42:31.145",1,2,"0.011308670043945312","0.00033260794246897977","0.00375251841",34,2,34,3,17,0,2
"130.211.18.204->192.168.10.9","3.02090595","2017-07-07 18:22:53.146","2017-07-07 18:25:54.401",1,2,"0.0113525390625","0.00034401633522727275","0.00375799156",33,2,33,2,18,0,2
"130.211.198.204->192.168.10.17","0.83489642","2017-07-07 17:22:11.583","2017-07-07 17:23:01.677",1,1,"0.00008296966552734375","0.000010371208190917969","0.000099377197",8,2,8,1,1,0,1
"130.211.22.38->192.168.10.15","3.02622552","2017-07-07 19:29:23.017","2017-07-07 19:32:24.590",1,1,"0.0056667327880859375","0.0002982490941097862","0.00187254147",19,2,19,1,9,0,1
"130.211.25.196->192.168.10.16","3.03360425","2017-07-07 18:04:45.910","2017-07-07 18:07:47.926",1,1,"0.2884988784790039","0.0012489128938485018","0.0951010267",231,2,231,1,30,0,1
"130.211.28.230->192.168.10.14","1.93030265","2017-07-07 19:09:26.838","2017-07-07 19:11:22.657",1,2,"0.0041522979736328125","0.00018874081698330966","0.00215111241",22,2,22,2,2,0,2
"130.211.28.230->192.168.10.8","0.72142760","2017-07-07 18:25:01.136","2017-07-07 18:25:44.422",1,2,"0.0041484832763671875","0.0002963202340262277","0.0057503806",14,2,14,2,2,0,2
"130.211.29.144->192.168.10.19","17.04565372","2017-07-07 17:57:07.067","2017-07-07 18:14:09.806",1,2,"0.00439453125","0.00011877111486486487","0.0002578094876",37,2,37,2,5,0,2
"130.211.36.116->192.168.10.15","3.04748689","2017-07-07 18:14:42.648","2017-07-07 18:17:45.497",1,2,"0.013397216796875","0.00041866302490234375","0.00439615240",32,2,32,2,18,0,2
"130.211.4.140->192.168.10.17","1.93908195","2017-07-07 17:57:20.782","2017-07-07 17:59:17.127",1,1,"0.019207000732421875","0.0006623103700835129","0.00990520319",29,2,29,1,13,0,1
"130.211.5.178->192.168.10.15","31.62076424","2017-07-07 19:11:21.060","2017-07-07 19:42:58.306",1,6,"0.03596305847167969","0.0003491559074920358","0.001137324139",103,2,103,6,51,0,6
"130.211.5.206->192.168.10.15","3.02075923","2017-07-07 18:14:52.340","2017-07-07 18:17:53.585",1,2,"0.011799812316894531","0.00045383893526517425","0.00390624059",26,2,26,1,14,0,2
"130.211.78.228->192.168.10.16","0.24408642","2017-07-07 18:15:27.602","2017-07-07 18:15:42.248",1,1,"0.008831024169921875","0.0007359186808268229","0.036179908",12,2,11,1,4,1,1
"130.211.8.108->192.168.10.19","1.95320733","2017-07-07 19:55:45.571","2017-07-07 19:57:42.763",1,2,"0.0053768157958984375","0.00013114184868044968","0.00275281364",41,2,41,2,6,0,2
"130.211.8.108->192.168.10.5","3.03085144","2017-07-07 17:54:17.375","2017-07-07 17:57:19.226",1,1,"0.005153656005859375","0.000206146240234375","0.00170039875",25,2,25,1,14,0,1
"130.211.8.7->192.168.10.15","3.02879385","2017-07-07 19:29:21.847","2017-07-07 19:32:23.575",1,2,"0.011805534362792969","0.00033730098179408485","0.00389776754",35,2,35,2,16,0,2
"130.211.9.122->192.168.10.5","0.00287048","2017-07-07 18:57:04.766","2017-07-07 18:57:04.939",1,1,"0.0020456314086914062","0.0003409385681152344","0.712643",6,2,6,1,3,0,1
"130.250.51.144->192.168.10.19","1.98734352","2017-07-07 18:00:55.873","2017-07-07 18:02:55.113",1,3,"0.0038537979125976562","0.00005505425589425223","0.00193917049",70,2,70,3,13,0,3
"130.250.51.150->192.168.10.19","1.94854795","2017-07-07 18:00:56.200","2017-07-07 18:02:53.112",1,4,"0.21638870239257812","0.0010064590808957121","0.111051259",215,2,215,4,21,0,4
"131.253.34.230->192.168.10.3","134.1618071","2017-07-07 17:35:21.133","2017-07-07 19:49:30.841",1,3,"0.011395454406738281","0.0004220538669162326","0.00008493814037",27,2,27,3,15,0,3
"131.253.34.237->192.168.10.3","0.00083042","2017-07-07 17:01:35.821","2017-07-07 17:01:35.871",1,1,0,0,"0.0000",2,1,2,1,0,0,0
"131.253.34.240->192.168.10.14","0.00395832","2017-07-07 18:27:41.076","2017-07-07 18:27:41.313",1,1,"0.0045909881591796875","0.0007651646931966146","1.15983",6,2,6,0,3,0,1
"131.253.34.240->192.168.10.5","0.00333715","2017-07-07 18:37:33.993","2017-07-07 18:37:34.193",1,1,"0.0045871734619140625","0.0007645289103190104","1.37458",6,2,6,0,3,0,1
"131.253.61.82->192.168.10.17","0.00396310","2017-07-07 19:33:27.255","2017-07-07 19:33:27.493",1,1,"0.0072021484375","0.0010288783482142857","1.81730",7,2,7,1,3,0,1
"132.247.70.37->192.168.10.19","0.1265207","2017-07-07 18:57:08.392","2017-07-07 18:57:15.983",1,6,"1.702127456665039","0.0018224062705193137","13.45335",934,2,934,6,106,0,6
"133.237.16.48->192.168.10.16","0.01877602","2017-07-07 19:13:44.330","2017-07-07 19:13:45.456",1,1,"0.025316238403320312","0.0007445952471564798","1.348328",34,2,34,1,30,0,1
"133.237.17.2->192.168.10.25","0.0125909","2017-07-07 19:21:51.394","2017-07-07 19:21:52.149",1,1,"0.004801750183105469","0.0003693653987004207","0.381367",13,2,13,1,3,0,1
"133.237.17.83->192.168.10.16","0.09010888","2017-07-07 19:13:39.326","2017-07-07 19:13:44.733",1,2,"0.04660511016845703","0.0008630575957121673","0.5172088",54,2,54,2,28,0,2
"133.237.60.7->192.168.10.16","0.0147338","2017-07-07 19:13:45.827","2017-07-07 19:13:46.711",1,1,"0.0047130584716796875","0.00033664703369140625","0.319880",14,2,14,1,5,0,1
"133.237.61.100->192.168.10.16","0.09907985","2017-07-07 19:13:43.057","2017-07-07 19:13:49.002",1,2,"0.014617919921875","0.0006090799967447916","0.1475368",24,2,24,2,15,0,2
"136.147.96.33->192.168.10.15","0.27283015","2017-07-07 19:45:38.984","2017-07-07 19:45:55.354",1,1,"0.008111000061035156","0.0006759166717529297","0.029729119",12,2,12,1,5,0,1
"136.147.96.34->192.168.10.17","0.28126097","2017-07-07 17:33:43.889","2017-07-07 17:34:00.765",1,1,"0.0062084197998046875","0.0004775707538311298","0.022073521",13,2,13,1,5,0,1
"136.147.96.34->192.168.10.8","0.25783632","2017-07-07 17:10:23.480","2017-07-07 17:10:38.950",1,1,"0.0062084197998046875","0.0004775707538311298","0.024078919",13,2,13,1,5,0,1
"136.147.96.35->192.168.10.17","95.63419365","2017-07-07 18:25:01.788","2017-07-07 20:00:39.839",1,2,"0.014317512512207031","0.0005727005004882812","0.0001497112274",25,2,25,2,10,0,2
"136.243.13.131->192.168.10.12","1.0872377","2017-07-07 19:51:24.539","2017-07-07 19:52:29.773",1,2,"0.0014934539794921875","0.00010667528424944197","0.0013736223",14,2,14,2,1,0,2
"136.243.13.131->192.168.10.16","1.0887466","2017-07-07 19:22:40.049","2017-07-07 19:23:45.374",1,2,"0.0014934539794921875","0.00010667528424944197","0.0013717186",14,2,14,2,1,0,2
"136.243.131.32->192.168.10.15","75.68876722","2017-07-07 18:16:08.110","2017-07-07 19:31:49.436",1,4,"0.01932239532470703","0.00027214641302404267","0.0002552874889",71,2,71,4,11,0,4
"136.243.137.66->192.168.10.15","1.1138370","2017-07-07 19:29:48.583","2017-07-07 19:30:55.414",1,3,"0.009327888488769531","0.00031092961629231773","0.0083745547",30,2,30,3,8,0,3
"136.243.149.224->192.168.10.15","1.1123346","2017-07-07 19:29:43.923","2017-07-07 19:30:50.663",1,1,"0.005265235900878906","0.00032907724380493164","0.0047335000",16,2,16,1,4,0,1
"136.243.149.224->192.168.10.19","3.00809679","2017-07-07 19:42:12.338","2017-07-07 19:45:12.824",1,1,"0.005343437194824219","0.00038167408534458706","0.00177635149",14,2,14,1,7,0,1
"136.243.15.176->192.168.10.19","1.94142197","2017-07-07 19:42:12.338","2017-07-07 19:44:08.823",1,1,"0.006327629089355469","0.0003330331099660773","0.00325927552",19,2,19,1,3,0,1
"136.243.33.19->192.168.10.12","11.0864463","2017-07-07 19:51:30.256","2017-07-07 20:02:35.443",1,4,"0.0017461776733398438","0.0000415756588890439","0.000157505627",42,2,42,4,6,0,4
"136.243.33.19->192.168.10.16","16.0852017","2017-07-07 19:22:41.196","2017-07-07 19:38:46.308",1,7,"0.0020399093627929688","0.00002719879150390625","0.000126819011",75,2,75,7,7,0,7
"136.243.44.222->192.168.10.14","0.33735718","2017-07-07 19:09:32.671","2017-07-07 19:09:52.913",1,2,"0.0003414154052734375","0.00004267692565917969","0.0010120295",8,2,8,2,1,0,2
"136.243.44.222->192.168.10.15","0.93242350","2017-07-07 19:29:23.023","2017-07-07 19:30:18.968",2,3,"0.005024909973144531","0.0001620938701014365","0.0053890855",31,3,31,3,10,0,3
"136.243.44.222->192.168.10.17","0.09003238","2017-07-07 17:37:05.325","2017-07-07 17:37:10.727",1,1,"0.0027055740356445312","0.0005411148071289062","0.03005112",5,2,5,1,2,0,1
"136.243.44.222->192.168.10.8","0.33925973","2017-07-07 18:25:03.473","2017-07-07 18:25:23.829",1,1,"0.0008449554443359375","0.00012070792061941964","0.0024905857",7,2,7,1,2,0,1
"136.243.6.169->192.168.10.17","0.40528588","2017-07-07 17:37:04.803","2017-07-07 17:37:29.120",1,1,"0.003498077392578125","0.00031800703568892044","0.0086311356",11,2,11,1,5,0,1
"136.243.6.169->192.168.10.9","0.39138469","2017-07-07 17:19:59.911","2017-07-07 17:20:23.394",1,1,"0.0034856796264648438","0.0003168799660422585","0.0089060195",11,2,11,1,5,0,1
"136.243.73.200->192.168.10.15","0.33867846","2017-07-07 19:29:35.430","2017-07-07 19:29:55.750",1,3,"0.007648468017578125","0.00033254208772078806","0.022583272",23,2,23,3,9,0,3
"136.243.84.74->192.168.10.12","0.08619875","2017-07-07 17:42:58.622","2017-07-07 17:43:03.794",1,2,"0.014983177185058594","0.000713484627859933","0.1738213",21,2,21,2,8,0,2
"136.243.84.75->192.168.10.17","0.02690528","2017-07-07 17:37:04.803","2017-07-07 17:37:06.417",1,1,"0.00621795654296875","0.0007772445678710938","0.2311054",8,2,8,1,3,0,1
"136.243.84.75->192.168.10.19","0.00879387","2017-07-07 19:42:11.935","2017-07-07 19:42:12.463",1,1,"0.00617218017578125","0.0007715225219726562","0.701873",8,2,8,1,3,0,1
"136.243.84.75->192.168.10.9","0.00824875","2017-07-07 17:19:59.884","2017-07-07 17:20:00.378",1,1,"0.00609588623046875","0.0007619857788085938","0.739007",8,2,8,1,3,0,1
"136.243.87.204->192.168.10.15","0.55292410","2017-07-07 18:14:43.665","2017-07-07 18:15:16.840",1,1,"0.006352424621582031","0.00039702653884887695","0.011488782",16,2,16,1,6,0,1
"136.243.87.212->192.168.10.15","0.50394830","2017-07-07 17:07:12.627","2017-07-07 17:07:42.864",1,1,"0.00038909912109375","0.00005558558872767857","0.00077210127",7,2,7,1,1,0,1
"137.117.186.158->192.168.10.17","0.63192720","2017-07-07 17:50:32.749","2017-07-07 17:51:10.664",1,6,"0.02283000946044922","0.000330869702325351","0.036127594",69,2,69,6,24,0,6
"137.117.186.158->192.168.10.19","0.29853765","2017-07-07 17:41:40.381","2017-07-07 17:41:58.293",1,2,"0.008059501647949219","0.0004241842972604852","0.026996601",19,2,19,2,7,0,2
"137.135.41.83->192.168.10.5","1.0508656","2017-07-07 17:00:30.673","2017-07-07 17:01:33.725",1,1,"0.000087738037109375","0.00002193450927734375","0.000083491208",4,2,4,1,2,0,0
"137.135.41.83->192.168.10.9","3.04069099","2017-07-07 19:08:22.357","2017-07-07 19:11:24.798",1,1,"0.5865535736083984","0.001680669265353577","0.192901408",349,2,349,1,15,0,1
"137.74.127.227->192.168.10.15","0.32083250","2017-07-07 19:29:30.515","2017-07-07 19:29:49.765",1,1,"0.015013694763183594","0.0007901944612201891","0.046796053",19,2,19,1,9,0,1
"138.108.50.100->192.168.10.14","0.1482548","2017-07-07 17:55:10.944","2017-07-07 17:55:19.840",1,2,"0.012810707092285156","0.0006405353546142578","0.08641008",20,2,20,2,7,0,2
"138.108.50.100->192.168.10.15","0.1300471","2017-07-07 17:16:06.178","2017-07-07 17:16:13.981",1,4,"0.018402099609375","0.0005257742745535714","0.1415034",35,2,35,4,12,0,4
"138.108.50.100->192.168.10.16","0.1003492","2017-07-07 18:58:41.277","2017-07-07 18:58:47.298",1,2,"0.0005092620849609375","0.00007275172642299108","0.005074899",7,2,7,2,1,0,2
"138.108.50.100->192.168.10.17","0.09746272","2017-07-07 17:22:18.541","2017-07-07 17:22:24.389",1,4,"0.008138656616210938","0.0004521475897894965","0.08350533",18,2,18,4,3,0,4
"138.108.50.100->192.168.10.19","0.08901617","2017-07-07 17:33:57.833","2017-07-07 17:34:03.174",1,1,"0.004801750183105469","0.0004801750183105469","0.05394245",10,2,10,1,4,0,1
"138.108.50.100->192.168.10.5","0.09487372","2017-07-07 18:41:41.607","2017-07-07 18:41:47.300",1,4,"0.022383689880371094","0.0006049645913613809","0.2359314",37,2,37,2,13,0,4
"138.108.50.100->192.168.10.8","4.45575290","2017-07-07 17:41:25.585","2017-07-07 17:45:52.930",2,6,"0.04625129699707031","0.0007582179835585297","0.0103801306",61,3,61,7,18,0,6
"138.108.6.20->192.168.10.14","112.1631472","2017-07-07 18:06:53.928","2017-07-07 19:59:03.717",1,3,"0.023743629455566406","0.0006983420428107766","0.0002116883312",34,2,34,3,12,0,3
"138.108.6.20->192.168.10.15","10.3538545","2017-07-07 19:30:48.514","2017-07-07 19:41:09.746",1,8,"0.033092498779296875","0.0004596180386013455","0.00319615259",72,2,72,8,26,0,8
"138.108.6.20->192.168.10.16","0.1584078","2017-07-07 18:58:39.403","2017-07-07 18:58:48.907",1,3,"0.000766754150390625","0.00006389617919921875","0.004840382",12,2,12,3,2,0,3
"138.108.6.20->192.168.10.19","0.21192133","2017-07-07 17:18:33.979","2017-07-07 17:18:46.694",1,1,"0.0052127838134765625","0.00047388943758877843","0.024597730",11,2,11,1,5,0,1
"138.108.6.20->192.168.10.5","139.9489979","2017-07-07 17:36:07.262","2017-07-07 19:56:04.202",1,5,"0.028542518615722656","0.0005596572277592678","0.0002039494319",51,2,51,5,19,0,5
"138.108.6.20->192.168.10.8","0.09045772","2017-07-07 17:25:41.707","2017-07-07 17:25:47.135",1,1,"0.0003833770751953125","0.0000766754150390625","0.004238191",5,2,5,1,1,0,1
"138.108.6.20->192.168.10.9","0.1643285","2017-07-07 17:08:25.911","2017-07-07 17:08:35.771",1,1,"0.0058269500732421875","0.0004855791727701823","0.03545915",12,2,12,1,6,0,1
"138.108.7.20->192.168.10.14","73.05554675","2017-07-07 18:01:02.516","2017-07-07 19:14:05.849",2,2,"0.0051727294921875","0.0003448486328125","0.00007080543124",15,3,15,2,5,0,2
"138.108.7.20->192.168.10.15","56.25839771","2017-07-07 18:56:53.960","2017-07-07 19:53:09.464",1,8,"0.04514503479003906","0.0005072475819105513","0.0008024585951",89,2,89,8,31,0,8
"138.108.7.20->192.168.10.5","0.08792290","2017-07-07 18:22:01.265","2017-07-07 18:22:06.540",1,2,"0.0003833770751953125","0.00005476815359933036","0.004360378",7,2,7,2,1,0,2
"138.108.7.20->192.168.10.8","29.03825264","2017-07-07 17:41:27.579","2017-07-07 18:10:29.874",1,5,"0.02761363983154297","0.0005310315352219802","0.0009509401333",52,2,52,5,19,0,5
"138.197.225.24->192.168.10.14","1.0898689","2017-07-07 19:58:58.805","2017-07-07 20:00:04.197",1,1,"0.0038394927978515625","0.00022585251752068014","0.0035228942",17,2,17,1,5,0,1
"138.201.227.192->192.168.10.8","0.17063363","2017-07-07 18:27:30.392","2017-07-07 18:27:40.630",1,2,"0.0006475448608398438","0.00007194942898220486","0.0037949428",9,2,9,2,1,0,2
"138.201.227.192->192.168.10.9","137.1861253","2017-07-07 17:19:59.858","2017-07-07 19:37:11.025",2,3,"0.008014678955078125","0.00033394495646158856","0.00005842193542",24,3,24,3,8,0,3
"138.201.227.193->192.168.10.14","0.28418110","2017-07-07 19:09:27.426","2017-07-07 19:09:44.477",1,2,"0.0068073272705078125","0.0003403663635253906","0.023954187",20,2,20,2,10,0,2
"138.201.227.193->192.168.10.15","93.40796053","2017-07-07 18:14:51.004","2017-07-07 19:48:15.482",2,11,"0.041487693786621094","0.0003639271384791324","0.0004441558680",114,3,114,12,43,0,11
"138.201.227.193->192.168.10.17","0.24466000","2017-07-07 17:37:04.803","2017-07-07 17:37:19.482",1,1,"0.007174491882324219","0.0005124637058803014","0.029324335",14,2,14,1,7,0,1
"138.201.227.193->192.168.10.5","0.16908372","2017-07-07 17:29:22.729","2017-07-07 17:29:32.874",1,1,"0.0006618499755859375","0.0001323699951171875","0.0039143330",5,2,5,1,1,0,1
"138.201.227.193->192.168.10.8","0.22373854","2017-07-07 18:25:01.852","2017-07-07 18:25:15.277",1,2,"0.007409095764160156","0.0003528140840076265","0.033114974",21,2,21,2,11,0,2
"138.201.37.241->192.168.10.16","0.00985243","2017-07-07 17:57:28.750","2017-07-07 17:57:29.341",1,1,"0.004059791564941406","0.0005074739456176758","0.412060",8,2,8,1,4,0,1
"138.201.37.241->192.168.10.5","0.1088609","2017-07-07 18:30:08.767","2017-07-07 18:30:15.299",1,2,"0.007968902587890625","0.0005312601725260417","0.07320258",15,2,15,2,8,0,2
"138.201.8.32->192.168.10.15","0.02619021","2017-07-07 19:29:44.574","2017-07-07 19:29:46.145",1,1,"0.0034198760986328125","0.0003799862331814236","0.1305784",9,2,9,1,4,0,1
"138.201.8.33->192.168.10.15","0.34455498","2017-07-07 19:29:34.172","2017-07-07 19:29:54.845",1,3,"0.004071235656738281","0.00022617975870768228","0.011815925",18,2,18,3,7,0,3
"138.201.8.95->192.168.10.15","0.33722357","2017-07-07 17:07:13.441","2017-07-07 17:07:33.675",1,2,"0.0014505386352539062","0.00016117095947265625","0.0043014154",9,2,9,2,1,0,2
"139.104.188.6->192.168.10.17","2.01162435","2017-07-07 17:22:12.670","2017-07-07 17:24:13.367",1,2,"0.00093841552734375","0.00004468645368303571","0.000466496404",21,2,21,2,2,0,2
"139.162.11.86->192.168.10.15","0.01674923","2017-07-07 17:50:24.581","2017-07-07 17:50:25.586",1,1,"0.0004949569702148438","0.00009899139404296875","0.02955103",5,2,5,1,1,0,1
"139.162.11.86->192.168.10.16","0.02530613","2017-07-07 18:29:20.770","2017-07-07 18:29:22.289",1,2,"0.0004949569702148438","0.00006186962127685547","0.01955878",8,2,8,2,1,0,2
"139.162.152.177->192.168.10.17","16.3569149","2017-07-07 17:57:22.003","2017-07-07 18:13:43.418",1,1,"0.0028295516967773438","0.00020211083548409597","0.000172988104",14,2,14,1,4,0,1
"139.162.159.252->192.168.10.15","1.0875803","2017-07-07 18:38:01.887","2017-07-07 18:39:07.142",1,2,"0.00021839141845703125","0.000016799339881310097","0.00020080487",13,2,13,2,1,0,2
"139.162.19.41->192.168.10.12","0.04047283","2017-07-07 17:49:23.785","2017-07-07 17:49:26.214",1,2,"0.0102081298828125","0.000510406494140625","0.2522218",20,3,20,2,7,0,2
"139.162.30.99->192.168.10.19","0.05117768","2017-07-07 17:14:48.085","2017-07-07 17:14:51.155",1,6,"0.026230812072753906","0.0005143296484853708","0.5125439",51,2,50,6,20,1,6
"139.162.37.98->192.168.10.8","0.0113999","2017-07-07 17:21:08.283","2017-07-07 17:21:08.967",1,1,"0.0006198883056640625","0.0001239776611328125","0.0543766",5,2,5,1,1,0,1
"139.162.41.250->192.168.10.15","0.1219330","2017-07-07 18:59:42.875","2017-07-07 18:59:50.191",1,4,"0.010764122009277344","0.000336378812789917","0.08827902",32,2,29,4,10,3,4
"139.162.61.54->192.168.10.19","0.02929390","2017-07-07 17:14:48.308","2017-07-07 17:14:50.066",1,2,"0.010106086730957031","0.00048124222528366813","0.3449894",21,2,21,2,9,0,2
"139.162.62.56->192.168.10.19","0.03415368","2017-07-07 17:14:48.918","2017-07-07 17:14:50.968",1,2,"0.009683609008789062","0.000537978278266059","0.2835304",18,2,18,2,6,0,2
"139.196.177.242->192.168.10.15","0.0133014","2017-07-07 18:54:09.962","2017-07-07 18:54:10.760",1,1,"0.0032396316528320312","0.0004628045218331473","0.243556",7,2,7,1,3,0,1
"139.224.5.185->192.168.10.25","0.26640678","2017-07-07 18:28:40.580","2017-07-07 18:28:56.564",1,2,"0.0036773681640625","0.00022983551025390625","0.013803583",16,2,16,2,7,0,2
"139.61.74.125->192.168.10.12","24.11804893","2017-07-07 17:23:46.022","2017-07-07 17:47:53.105",1,5,"0.03101634979248047","0.0004081098656905325","0.001286022343",76,2,76,5,21,0,5
"139.61.74.125->192.168.10.15","110.9082479","2017-07-07 17:39:44.474","2017-07-07 19:30:38.969",1,7,"0.04168128967285156","0.00044818591046076947","0.0003758177634",93,2,93,7,28,0,7
"139.61.74.125->192.168.10.16","87.11327723","2017-07-07 18:18:12.484","2017-07-07 19:45:19.280",2,9,"0.04388141632080078","0.0004930496215820312","0.0005037282228",89,3,89,9,25,0,9
"139.61.74.125->192.168.10.17","1.0053738","2017-07-07 18:27:47.295","2017-07-07 18:28:47.617",1,1,"0.007167816162109375","0.00044798851013183594","0.0071295035",16,2,16,1,4,0,1
"14.0.35.147->192.168.10.9","0.52701515","2017-07-07 19:23:51.383","2017-07-07 19:24:23.004",1,1,"0.011318206787109375","0.0006287892659505209","0.021476056",18,2,17,1,4,1,2
"14.0.67.51->192.168.10.12","2.11966066","2017-07-07 19:11:34.549","2017-07-07 19:13:41.728",1,2,0,0,"0.00000000",8,1,8,2,0,0,4
"14.0.67.51->192.168.10.25","4.73015737","2017-07-07 19:50:33.948","2017-07-07 19:55:17.757",1,8,"6.268714904785156","0.0015770351961723664","1.32526561",3975,2,3967,8,636,8,16
"14.0.67.52->192.168.10.12","0.21234268","2017-07-07 18:53:09.876","2017-07-07 18:53:22.617",1,6,"0.041286468505859375","0.0001286182819497177","0.19443320",321,2,321,6,149,0,12
"14.0.67.53->192.168.10.12","18.57494640","2017-07-07 18:51:09.595","2017-07-07 19:09:44.092",1,12,"0.6654176712036133","0.0008801821047666842","0.03582339657",756,2,756,12,230,0,24
"14.0.67.54->192.168.10.12","14.3328972","2017-07-07 18:51:06.862","2017-07-07 19:05:26.836",1,7,"5.928074836730957","0.0016651895608794823","0.413599201",3560,2,3560,7,481,0,14
"14.0.67.56->192.168.10.12","0.1352172","2017-07-07 18:55:13.125","2017-07-07 18:55:21.238",1,3,"0.09139156341552734","0.0012872051185285542","0.6758873",71,2,71,3,9,0,6
"14.0.67.56->192.168.10.25","0.65714037","2017-07-07 20:00:43.341","2017-07-07 20:01:22.770",1,7,"0.48632240295410156","0.0008132481654750862","0.74005863",598,2,596,7,191,2,14
"14.0.67.86->192.168.10.12","0.21232333","2017-07-07 19:07:22.112","2017-07-07 19:07:34.851",1,6,"0.0412445068359375","0.0001284875602365654","0.19425330",321,2,321,6,149,0,12
"14.0.67.87->192.168.10.12","0.20551759","2017-07-07 18:59:14.229","2017-07-07 18:59:26.560",1,11,"0.2825946807861328","0.0005850821548367139","1.3750389",483,2,483,11,165,0,22
"14.0.67.88->192.168.10.12","0.21901222","2017-07-07 19:11:33.659","2017-07-07 19:11:46.800",1,6,"0.04178333282470703","0.00012856410099909855","0.19078083",325,2,325,6,151,0,12
"14.0.70.136->192.168.10.12","0.1056540","2017-07-07 19:15:37.796","2017-07-07 19:15:44.136",1,6,"0.04231739044189453","0.00013224184513092042","0.4005281",320,2,320,3,152,0,12
"14.0.70.136->192.168.10.25","0.70241205","2017-07-07 19:50:34.699","2017-07-07 19:51:16.844",1,5,"0.5643587112426758","0.0014108967781066893","0.80345819",400,2,396,5,71,4,10
"14.0.70.137->192.168.10.12","0.21838936","2017-07-07 19:01:15.788","2017-07-07 19:01:28.892",1,6,"0.039017677307128906","0.0001226970984500909","0.17866107",318,2,318,6,147,0,12
"14.0.70.98->192.168.10.25","0.66854391","2017-07-07 19:52:35.917","2017-07-07 19:53:16.030",1,4,"0.5119762420654297","0.0008781753723249222","0.76580795",583,2,579,4,194,4,8
"14.0.77.82->192.168.10.12","0.21061895","2017-07-07 18:57:12.738","2017-07-07 18:57:25.376",1,6,"0.03899574279785156","0.00012262812200582252","0.18514831",318,2,318,6,147,0,12
"14.128.25.249->192.168.10.25","0.56815612","2017-07-07 19:22:05.235","2017-07-07 19:22:39.324",1,4,"0.012581825256347656","0.00021692802166116648","0.022145014",58,2,58,4,21,0,4
"14.128.26.213->192.168.10.19","0.25993373","2017-07-07 17:57:12.891","2017-07-07 17:57:28.487",1,1,"0.0038309097290039062","0.00034826452081853694","0.014738024",11,2,11,1,4,0,1
"14.128.26.213->192.168.10.25","0.50120858","2017-07-07 19:22:09.234","2017-07-07 19:22:39.307",1,1,"0.0032444000244140625","0.0003604888916015625","0.0064731534",9,2,8,1,4,1,1
"14.128.26.214->192.168.10.14","0.26437282","2017-07-07 19:23:05.137","2017-07-07 19:23:20.999",1,1,"0.0038137435913085938","0.00038137435913085935","0.014425627",10,2,10,1,4,0,1
"141.101.121.207->192.168.10.19","3.13986040","2017-07-07 17:33:54.206","2017-07-07 17:37:02.597",1,2,"0.2947521209716797","0.0010489399322835577","0.0938742756",281,2,281,2,68,0,2
"141.101.121.207->192.168.10.8","2.09834945","2017-07-07 19:08:20.066","2017-07-07 19:10:25.967",1,7,"0.2964944839477539","0.000947266721877808","0.141298907",313,2,313,6,89,0,7
"141.170.25.54->192.168.10.14","0.1127999","2017-07-07 17:10:11.760","2017-07-07 17:10:18.528",1,14,"0.04927253723144531","0.00046926225934709823","0.4368136",105,2,105,14,49,0,14
"141.170.25.54->192.168.10.16","1.4650037","2017-07-07 17:01:22.804","2017-07-07 17:02:50.705",1,4,"0.0069675445556640625","0.00024884087698800225","0.0047559911",28,2,28,4,10,0,4
"141.170.25.54->192.168.10.19","163.8073802","2017-07-07 17:11:57.368","2017-07-07 19:55:45.811",2,8,"0.0059146881103515625","0.0001516586694961939","0.00003610758015",39,3,39,8,9,0,8
"141.170.25.54->192.168.10.5","0.08816750","2017-07-07 17:54:11.948","2017-07-07 17:54:17.238",1,2,"0.0062084197998046875","0.0004775707538311298","0.07041619",13,2,13,2,6,0,2
