conversation,duration,start,finish,"dc_src_ports","dc_dst_ports","total_mb","avg_mb",mbps,"total_packets","num_protocols","flag_ack","flag_fin","flag_psh","flag_rst","flag_syn"
"172.217.12.130->192.168.10.51","35.02341725","2017-07-03 12:58:30.938","2017-07-03 13:33:32.343",2,7,"0.21573162078857422","0.0009180068969726563","0.006159639399",235,3,235,7,54,0,7
"172.217.12.130->192.168.10.9","24.04045565","2017-07-03 12:38:02.454","2017-07-03 13:02:04.882",1,3,"0.0904531478881836","0.0006238148130219558","0.003762538830",145,2,145,3,66,0,3
"172.217.12.131->192.168.10.12","118.9520099","2017-07-03 12:52:15.211","2017-07-03 14:51:12.332",1,5,"0.024430274963378906","0.0002776167609474876","0.0002053792533",88,2,88,5,48,0,5
"172.217.12.131->192.168.10.14","6.32008713","2017-07-03 13:41:14.645","2017-07-03 13:47:33.851",2,3,"0.02021312713623047","0.0003485021920039736","0.00319823552",58,3,58,3,21,0,3
"172.217.12.131->192.168.10.15","2.01728852","2017-07-03 12:49:49.145","2017-07-03 12:51:50.182",1,1,"0.0048828125","0.0002712673611111111","0.00242048297",18,2,18,0,11,0,1
"172.217.12.131->192.168.10.16","58.91013277","2017-07-03 12:51:41.813","2017-07-03 13:50:36.421",1,2,"0.024702072143554688","0.000385969877243042","0.0004193178827",64,2,64,2,39,0,2
"172.217.12.131->192.168.10.19","10.8904946","2017-07-03 13:35:06.995","2017-07-03 13:46:00.424",1,7,"0.19335269927978516","0.0009251325324391635","0.0177542625",209,2,209,7,48,0,7
"172.217.12.131->192.168.10.25","0.54381471","2017-07-03 12:49:58.892","2017-07-03 12:50:31.521",1,1,"0.0036649703979492188","0.00040721893310546875","0.0067393734",9,2,9,1,3,0,1
"172.217.12.131->192.168.10.5","68.38332168","2017-07-03 13:40:53.260","2017-07-03 14:49:16.259",1,2,"0.0769968032836914","0.0009871385036370694","0.001125958807",273,3,78,1,21,0,2
"172.217.12.131->192.168.10.51","117.7388231","2017-07-03 12:50:24.450","2017-07-03 14:48:08.779",1,4,"0.011918067932128906","0.00019537816282178534","0.0001012246226",61,2,61,4,10,0,4
"172.217.12.131->192.168.10.8","3.00619260","2017-07-03 14:49:03.021","2017-07-03 14:52:03.392",1,1,"0.0044841766357421875","0.0002802610397338867","0.00149164649",16,2,16,1,8,0,1
"172.217.12.131->192.168.10.9","24.22133078","2017-07-03 12:53:24.254","2017-07-03 13:17:37.533",1,6,"0.06779956817626953","0.0005895614624023438","0.002799167758",115,2,115,6,58,0,6
"172.217.12.132->192.168.10.12","70.92879902","2017-07-03 12:49:15.665","2017-07-03 14:00:11.393",2,8,"0.01416015625","0.00011328125","0.0001996390246",125,3,125,8,37,0,8
"172.217.12.132->192.168.10.14","7.50037570","2017-07-03 13:54:44.901","2017-07-03 14:02:14.923",1,2,"0.013567924499511719","0.00016546249389648438","0.00180896598",82,2,82,2,48,0,2
"172.217.12.132->192.168.10.15","2.13269730","2017-07-03 12:49:42.220","2017-07-03 12:51:50.182",1,1,"0.004726409912109375","0.00017505221896701388","0.00221616538",27,2,27,0,15,0,1
"172.217.12.132->192.168.10.16","67.92859925","2017-07-03 12:51:40.998","2017-07-03 13:59:36.714",1,5,"0.03813457489013672","0.00027835456124187386","0.0005613920397",137,2,137,5,78,0,5
"172.217.12.132->192.168.10.17","1.93044037","2017-07-03 12:48:20.083","2017-07-03 12:50:15.909",1,1,"0.004361152648925781","0.00022953434994346216","0.00225914912",19,2,19,1,3,0,1
"172.217.12.132->192.168.10.19","1.93308583","2017-07-03 13:06:23.028","2017-07-03 13:08:19.013",1,2,"0.000476837158203125","0.000015894571940104168","0.000246671488",30,2,30,2,2,0,2
"172.217.12.132->192.168.10.25","70.18294797","2017-07-03 12:49:58.560","2017-07-03 14:00:09.537",1,50,"0.047280311584472656","0.00013060859553721727","0.0006736723514",362,2,362,50,109,0,50
"172.217.12.132->192.168.10.5","69.49539400","2017-07-03 12:49:27.505","2017-07-03 13:58:57.229",0,0,,,,97,1,,,,,
"172.217.12.132->192.168.10.51","16.0818961","2017-07-03 12:50:24.213","2017-07-03 13:06:29.127",1,4,"0.007923126220703125","0.0001277923583984375","0.000492673636",62,2,62,4,10,0,4
"172.217.12.132->192.168.10.8","3.01852833","2017-07-03 12:52:12.703","2017-07-03 12:55:13.814",2,3,"0.008998870849609375","0.00019146533722573137","0.00298121132",47,3,47,3,18,0,3
"172.217.12.134->192.168.10.14","63.68180653","2017-07-03 12:24:50.224","2017-07-03 13:28:31.133",1,6,"0.031060218811035156","0.00015376345946057008","0.0004877408557",202,2,202,6,116,0,6
"172.217.12.134->192.168.10.16","3.00844155","2017-07-03 13:05:13.560","2017-07-03 13:08:14.067",1,2,"0.008366584777832031","0.00026988983154296875","0.00278103618",31,2,31,2,15,0,2
"172.217.12.134->192.168.10.17","1.94722497","2017-07-03 12:29:25.199","2017-07-03 12:31:22.033",1,17,"0.07825660705566406","0.0002540798930378703","0.0401887858",308,2,308,17,50,0,17
"172.217.12.134->192.168.10.25","1.3469807","2017-07-03 13:25:00.206","2017-07-03 13:26:21.025",1,8,"0.1464061737060547","0.0009093551161866751","0.10869211",161,2,161,8,72,0,8
"172.217.12.134->192.168.10.5","61.73795275","2017-07-03 12:28:13.680","2017-07-03 13:29:57.957",1,3,"0.0032796859741210938","0.00013118743896484375","0.00005312268755",70,4,25,3,3,0,3
"172.217.12.134->192.168.10.9","3.05962572","2017-07-03 13:23:42.806","2017-07-03 13:26:46.383",1,1,"0.6172676086425781","0.0014982223510742188","0.201746117",412,2,412,1,63,0,1
"172.217.12.136->192.168.10.12","3.01291133","2017-07-03 14:00:31.619","2017-07-03 14:03:32.394",1,1,"0.03178596496582031","0.0008590801342113598","0.0105499172",37,2,37,1,17,0,1
"172.217.12.136->192.168.10.14","0.00400408","2017-07-03 14:51:37.403","2017-07-03 14:51:37.644",1,1,"0.00446319580078125","0.0002789497375488281","1.11466",16,2,16,0,10,0,1
"172.217.12.136->192.168.10.16","1.93394122","2017-07-03 14:02:59.465","2017-07-03 14:04:55.502",1,1,"0.018129348754882812","0.0006474767412458147","0.00937430186",28,2,28,1,1,0,1
"172.217.12.136->192.168.10.5","0.0010496","2017-07-03 12:42:41.247","2017-07-03 12:42:41.310",0,0,,,,5,1,,,,,
"172.217.12.136->192.168.10.8","47.36501857","2017-07-03 12:44:12.358","2017-07-03 13:31:34.259",1,3,"0.013193130493164062","0.00022746776712351832","0.0002785416515",58,2,58,3,31,0,3
"172.217.12.136->192.168.10.9","3.01486251","2017-07-03 12:10:59.801","2017-07-03 12:14:00.693",1,2,"0.04269218444824219","0.0008055129141177771","0.0141605742",53,2,53,2,24,0,2
"172.217.12.138->192.168.10.12","1.93021213","2017-07-03 12:34:05.623","2017-07-03 12:36:01.436",1,1,"0.0017118453979492188","0.00010699033737182617","0.000886869049",16,2,16,1,2,0,1
"172.217.12.138->192.168.10.16","1.6417775","2017-07-03 12:32:58.128","2017-07-03 12:34:36.634",1,1,"0.0039272308349609375","0.0003020946796123798","0.0023920603",13,2,13,1,6,0,1
"172.217.12.138->192.168.10.25","51.07139622","2017-07-03 12:33:08.673","2017-07-03 13:24:12.956",1,2,"0.04053497314453125","0.0009426737940588663","0.0007936922846",43,2,43,2,17,0,2
"172.217.12.138->192.168.10.5","0.0010868","2017-07-03 12:34:57.363","2017-07-03 12:34:57.428",0,0,,,,7,1,,,,,
"172.217.12.138->192.168.10.51","24.35811695","2017-07-03 12:22:27.595","2017-07-03 12:46:49.082",1,3,"0.10099983215332031","0.0008487380853220194","0.004146454850",119,2,119,3,29,0,3
"172.217.12.141->192.168.10.9","3.00992152","2017-07-03 12:57:15.212","2017-07-03 13:00:15.807",1,1,"0.0048675537109375","0.0002561870374177632","0.00161716964",19,2,19,1,12,0,1
"172.217.12.142->192.168.10.12","70.32758837","2017-07-03 12:43:05.613","2017-07-03 13:53:25.268",1,4,"0.2021780014038086","0.0008752294433065307","0.002874803560",231,2,231,4,81,0,4
"172.217.12.142->192.168.10.14","129.4221605","2017-07-03 12:21:21.568","2017-07-03 14:30:46.897",1,6,"0.1627645492553711","0.0007677573078083542","0.001257625036",212,2,212,5,85,0,6
"172.217.12.142->192.168.10.15","130.9772692","2017-07-03 12:41:20.887","2017-07-03 14:52:19.523",1,4,"1.2591094970703125","0.0012441793449311388","0.009613190938",1012,2,1012,3,138,0,4
"172.217.12.142->192.168.10.16","3.09114583","2017-07-03 12:06:48.214","2017-07-03 12:09:53.683",1,1,"2.9751462936401367","0.0016029883047630046","0.962473611",1856,2,1856,1,358,0,1
"172.217.12.142->192.168.10.17","1.93526415","2017-07-03 14:05:22.735","2017-07-03 14:07:18.851",1,1,"0.004994392395019531","0.0002080996831258138","0.00258072904",24,2,24,1,3,0,1
"172.217.12.142->192.168.10.19","53.76736962","2017-07-03 13:14:21.489","2017-07-03 14:08:07.531",1,3,"0.013646125793457031","0.0002200988031202747","0.0002537993934",62,2,62,3,9,0,3
"172.217.12.142->192.168.10.25","36.71949270","2017-07-03 13:13:20.280","2017-07-03 13:50:03.450",1,3,"0.008792877197265625","0.0003822990085767663","0.0002394607482",23,2,23,3,9,0,3
"172.217.12.142->192.168.10.5","146.0401482","2017-07-03 12:14:15.595","2017-07-03 14:40:18.004",1,2,"0.0052337646484375","0.0001341990935496795","0.00003583784811",214,3,39,2,14,0,2
"172.217.12.142->192.168.10.51","1.92917410","2017-07-03 13:47:44.811","2017-07-03 13:49:40.561",1,1,"0.006800651550292969","0.0002956805021866508","0.00352516216",23,2,23,1,6,0,1
"172.217.12.142->192.168.10.8","26.40942823","2017-07-03 13:46:06.425","2017-07-03 14:12:30.991",1,3,"0.015491485595703125","0.00024589659675719244","0.0005865892082",63,2,63,3,36,0,3
"172.217.12.142->192.168.10.9","114.0638517","2017-07-03 12:45:42.498","2017-07-03 14:39:46.329",1,8,"0.07296371459960938","0.000376101621647471","0.0006396743010",194,2,194,8,115,0,8
"172.217.12.146->192.168.10.25","0.00311028","2017-07-03 14:10:40.247","2017-07-03 14:10:40.433",1,1,"0.00360107421875","0.000360107421875","1.15780",10,2,10,1,3,0,1
"172.217.12.146->192.168.10.5","4.00241410","2017-07-03 14:00:15.791","2017-07-03 14:04:15.936",1,1,"0.004498481750488281","0.00019558616306470788","0.00112394211",23,2,23,1,9,0,1
"172.217.12.146->192.168.10.8","3.00370583","2017-07-03 12:52:27.568","2017-07-03 12:55:27.791",1,1,"0.0043582916259765625","0.00021791458129882812","0.00145097152",20,2,20,1,11,0,1
"172.217.12.161->192.168.10.14","21.01582243","2017-07-03 12:06:32.682","2017-07-03 12:27:33.631",1,2,"0.4791240692138672","0.0011830223931206597","0.02279825454",405,2,405,2,87,0,2
"172.217.12.161->192.168.10.16","3.03777616","2017-07-03 12:24:53.149","2017-07-03 12:27:55.416",1,5,"0.07242107391357422","0.0006297484688136889","0.0238401614",115,2,115,5,48,0,5
"172.217.12.161->192.168.10.25","115.2520398","2017-07-03 12:24:05.345","2017-07-03 14:19:20.467",1,14,"1.1830110549926758","0.0012625518196293232","0.01026455634",937,2,937,14,155,0,14
"172.217.12.161->192.168.10.5","119.1578665","2017-07-03 12:21:17.115","2017-07-03 14:20:26.587",1,1,"0.004116058349609375","0.0002166346499794408","0.00003454290070",142,3,19,1,6,0,1
"172.217.12.161->192.168.10.9","3.01226630","2017-07-03 14:22:07.406","2017-07-03 14:25:08.142",1,5,"0.019705772399902344","0.0003079026937484741","0.00654184274",64,2,64,5,32,0,5
"172.217.12.162->192.168.10.12","158.6649853","2017-07-03 12:07:08.395","2017-07-03 14:45:48.295",1,7,"0.05062580108642578","0.0003986283550112266","0.0003190735562",127,2,127,5,74,0,7
"172.217.12.162->192.168.10.14","161.9756994","2017-07-03 12:06:42.751","2017-07-03 14:48:41.293",1,7,"0.20934295654296875","0.00039350179801309916","0.001292434343",532,2,532,6,316,0,7
"172.217.12.162->192.168.10.15","3.06117102","2017-07-03 13:13:30.266","2017-07-03 13:16:33.936",1,2,"0.014126777648925781","0.0003363518487839472","0.00461482798",42,2,42,2,24,0,2
"172.217.12.162->192.168.10.16","162.3268149","2017-07-03 12:06:53.939","2017-07-03 14:49:13.548",2,9,"0.09554195404052734","0.0003412212644304548","0.0005885777658",280,3,280,9,150,0,9
"172.217.12.162->192.168.10.19","9.79504477","2017-07-03 14:08:50.784","2017-07-03 14:18:38.486",1,2,"0.009645462036132812","0.00018198984973835495","0.000984728734",53,2,53,2,10,0,2
"172.217.12.162->192.168.10.25","152.0220075","2017-07-03 12:15:07.536","2017-07-03 14:47:08.856",1,39,"0.20928668975830078","0.0004549710646919582","0.001376686791",460,2,460,39,173,0,39
"172.217.12.162->192.168.10.5","136.2547739","2017-07-03 12:14:14.321","2017-07-03 14:30:29.608",2,5,"0.0227813720703125","0.0002920688726963141","0.0001671968726",275,4,78,5,25,0,5
"172.217.12.162->192.168.10.51","145.6784984","2017-07-03 12:22:27.069","2017-07-03 14:48:07.779",2,13,"0.20557212829589844","0.0005678788074472333","0.001411135690",362,3,362,13,81,0,13
"172.217.12.162->192.168.10.8","3.04548943","2017-07-03 14:31:02.329","2017-07-03 14:34:05.058",1,1,"0.02052783966064453","0.0005263548630934495","0.00674040745",39,2,39,1,21,0,1
"172.217.12.162->192.168.10.9","134.1389135","2017-07-03 12:11:00.813","2017-07-03 14:25:09.147",2,15,"0.062168121337890625","0.000223626335747808","0.0004634607491",278,3,278,15,158,0,15
"172.217.12.163->192.168.10.12","22.88400296","2017-07-03 12:23:16.825","2017-07-03 12:46:09.866",1,7,"0.18129444122314453","0.0008592153612471305","0.007922322048",211,2,211,7,110,0,7
"172.217.12.163->192.168.10.14","138.4197952","2017-07-03 12:24:19.574","2017-07-03 14:42:44.762",1,4,"0.051082611083984375","0.0006009718951056985","0.0003690412271",85,2,85,5,49,0,4
"172.217.12.163->192.168.10.16","3.02578662","2017-07-03 12:24:40.848","2017-07-03 12:27:42.395",1,1,"0.019178390502929688","0.0006849425179617745","0.00633831559",28,2,28,1,18,0,1
"172.217.12.163->192.168.10.17","1.93407307","2017-07-03 13:28:56.950","2017-07-03 13:30:52.995",1,1,"0.006411552429199219","0.0003205776214599609","0.00331505181",20,2,20,1,4,0,1
"172.217.12.163->192.168.10.19","103.5531756","2017-07-03 12:34:00.289","2017-07-03 14:17:33.479",1,4,"0.026673316955566406","0.00031753948756626675","0.0002575808690",84,2,84,4,20,0,4
"172.217.12.163->192.168.10.5","0.26480663","2017-07-03 14:40:16.319","2017-07-03 14:40:32.208",0,0,,,,13,1,,,,,
"172.217.12.163->192.168.10.51","141.7134120","2017-07-03 12:22:30.813","2017-07-03 14:44:13.617",1,23,"0.6043472290039062","0.0008874408649102882","0.004264573273",681,2,681,23,261,0,23
"172.217.12.163->192.168.10.8","8.22430065","2017-07-03 14:15:02.122","2017-07-03 14:23:15.580",1,3,"0.014219284057617188","0.00029018947056361606","0.00172893534",49,2,49,2,27,0,3
"172.217.12.163->192.168.10.9","116.0015702","2017-07-03 12:22:32.821","2017-07-03 14:18:32.915",1,2,"0.009327888488769531","0.000274349661434398","0.00008041174333",34,2,34,2,19,0,2
"172.217.12.164->192.168.10.12","3.01386028","2017-07-03 14:42:47.460","2017-07-03 14:45:48.291",1,1,"0.005268096923828125","0.00021950403849283853","0.00174795658",24,2,24,1,14,0,1
"172.217.12.164->192.168.10.14","9.10035619","2017-07-03 14:39:39.268","2017-07-03 14:48:45.289",1,1,"0.009124755859375","0.00007128715515136719","0.00100268118",128,2,128,1,72,0,1
"172.217.12.164->192.168.10.16","3.05529965","2017-07-03 14:40:49.185","2017-07-03 14:43:52.503",1,1,"0.006251335144042969","0.00024043596707857572","0.00204606286",26,2,26,1,15,0,1
"172.217.12.164->192.168.10.25","4.16680045","2017-07-03 14:39:38.132","2017-07-03 14:43:48.140",1,11,"0.015108108520507812","0.0001678678724500868","0.00362582963",90,2,90,11,27,0,11
"172.217.12.164->192.168.10.5","1.82780462","2017-07-03 14:39:08.681","2017-07-03 14:40:58.350",0,0,,,,44,1,,,,,
"172.217.12.166->192.168.10.12","59.03366785","2017-07-03 13:01:09.373","2017-07-03 14:00:11.393",1,6,"0.15815067291259766","0.0008457255235967789","0.002678991136",187,2,187,6,74,0,6
"172.217.12.166->192.168.10.14","120.0211497","2017-07-03 12:06:42.751","2017-07-03 14:06:44.020",1,7,"0.12254810333251953","0.0004555691573699611","0.001021054236",269,2,269,6,140,0,7
"172.217.12.166->192.168.10.16","56.76084297","2017-07-03 12:24:55.612","2017-07-03 13:21:41.262",1,4,"0.06618404388427734","0.0005909289632524763","0.001166015873",112,2,112,4,49,0,4
"172.217.12.166->192.168.10.19","6.89655437","2017-07-03 14:08:49.732","2017-07-03 14:15:43.525",1,2,"0.004694938659667969","0.00018779754638671874","0.000680765845",25,2,25,2,4,0,2
"172.217.12.166->192.168.10.25","128.9934868","2017-07-03 12:15:09.251","2017-07-03 14:24:08.861",1,28,"0.10383987426757812","0.0003427058556685747","0.0008050009101",303,2,303,28,109,0,28
"172.217.12.166->192.168.10.5","104.7156799","2017-07-03 12:14:14.056","2017-07-03 13:58:56.997",1,6,"0.0265655517578125","0.0004150867462158203","0.0002536922052",124,3,64,2,31,0,6
"172.217.12.166->192.168.10.51","1.93554037","2017-07-03 13:04:33.995","2017-07-03 13:06:30.127",1,1,"0.0045013427734375","0.00023691277754934212","0.00232562588",19,2,19,1,3,0,1
"172.217.12.166->192.168.10.8","8.29286442","2017-07-03 14:04:04.382","2017-07-03 14:12:21.954",2,3,"0.05619335174560547","0.00034056576815518467","0.00677610882",165,3,165,2,98,0,3
"172.217.12.166->192.168.10.9","116.9116944","2017-07-03 12:14:53.770","2017-07-03 14:11:48.471",1,7,"0.03217506408691406","0.00029250058260830964","0.0002752082608",110,2,110,6,62,0,7
"172.217.12.168->192.168.10.12","86.02745492","2017-07-03 12:34:06.740","2017-07-03 14:00:08.387",1,4,"0.1163787841796875","0.0008620650679976851","0.001352809801",135,2,135,4,68,0,4
"172.217.12.168->192.168.10.14","3.01708995","2017-07-03 13:54:40.339","2017-07-03 13:57:41.365",1,1,"0.021996498107910156","0.0007855892181396484","0.00729063384",28,2,28,1,16,0,1
"172.217.12.168->192.168.10.15","1.92410657","2017-07-03 13:52:28.327","2017-07-03 13:54:23.773",1,2,"0.033855438232421875","0.0008680881598056891","0.0175954070",39,2,39,2,1,0,2
"172.217.12.168->192.168.10.16","0.49354500","2017-07-03 13:59:07.101","2017-07-03 13:59:36.713",1,1,"0.038468360900878906","0.001039685429753484","0.077942966",37,2,37,1,14,0,1
"172.217.12.168->192.168.10.19","2.96285936","2017-07-03 13:53:02.967","2017-07-03 13:56:00.738",1,2,"0.03636455535888672","0.00075759490331014","0.0122734666",48,2,48,2,14,0,2
"172.217.12.168->192.168.10.25","4.56394174","2017-07-03 13:49:32.417","2017-07-03 13:54:06.254",1,2,"0.038143157958984375","0.0009303209258288872","0.00835750326",41,2,41,2,26,0,2
"172.217.12.168->192.168.10.5","30.06351533","2017-07-03 13:58:54.371","2017-07-03 14:28:58.182",0,0,,,,57,1,,,,,
"172.217.12.168->192.168.10.51","1.92155930","2017-07-03 14:25:32.137","2017-07-03 14:27:27.431",1,1,"0.02040576934814453","0.0006582506241336946","0.0106193805",31,2,31,1,14,0,1
"172.217.12.168->192.168.10.9","114.4414077","2017-07-03 12:34:05.523","2017-07-03 14:28:32.007",1,5,"0.07149505615234375","0.0007525795384457237","0.0006247306601",95,2,95,3,51,0,5
"172.217.12.170->192.168.10.14","25.36568260","2017-07-03 12:06:51.569","2017-07-03 12:32:13.510",1,4,"0.07406044006347656","0.0007332716837967977","0.002919710115",101,2,101,4,52,0,4
"172.217.12.170->192.168.10.16","3.03290812","2017-07-03 13:32:16.026","2017-07-03 13:35:18.001",1,1,"0.005421638488769531","0.00030120213826497394","0.00178760394",18,2,18,1,11,0,1
"172.217.12.170->192.168.10.19","1.94482870","2017-07-03 13:35:06.728","2017-07-03 13:37:03.418",2,3,"0.005879402160644531","0.00011758804321289062","0.00302309513",50,3,50,3,8,0,3
"172.217.12.170->192.168.10.25","3.88132762","2017-07-03 13:32:16.307","2017-07-03 13:36:09.187",1,5,"0.013491630554199219","0.0002810756365458171","0.00347603498",48,2,48,5,17,0,5
"172.217.12.170->192.168.10.51","1.93375144","2017-07-03 13:04:34.102","2017-07-03 13:06:30.128",1,2,"0.09676074981689453","0.0009580272259098469","0.0500378425",101,2,101,2,23,0,2
"172.217.12.173->192.168.10.12","3.01462865","2017-07-03 13:40:15.158","2017-07-03 13:43:16.036",1,1,"0.0048542022705078125","0.00025548433002672697","0.00161021566",19,2,19,1,12,0,1
"172.217.12.173->192.168.10.14","42.43680143","2017-07-03 13:01:47.469","2017-07-03 13:44:13.677",1,3,"0.013805389404296875","0.000270693909888174","0.0003253164456",51,2,51,3,29,0,3
"172.217.12.173->192.168.10.16","3.02700445","2017-07-03 12:24:54.819","2017-07-03 12:27:56.440",1,2,"0.0087738037109375","0.0002506801060267857","0.00289851034",35,2,35,2,18,0,2
"172.217.12.173->192.168.10.25","0.00464658","2017-07-03 13:39:48.752","2017-07-03 13:39:49.030",1,5,"0.023166656494140625","0.00040643257007264255","4.98574",57,2,57,5,20,0,5
"172.217.12.174->192.168.10.12","117.4900841","2017-07-03 12:34:06.909","2017-07-03 14:31:36.314",2,15,"2.8892431259155273","0.001519854353453723","0.02459137849",1901,3,1901,15,198,0,15
"172.217.12.174->192.168.10.14","150.2410855","2017-07-03 12:06:28.402","2017-07-03 14:36:42.867",2,10,"2.589569091796875","0.0015011994735054349","0.01723609147",1725,3,1725,10,221,0,10
"172.217.12.174->192.168.10.15","93.53453315","2017-07-03 12:30:55.318","2017-07-03 14:04:27.390",2,7,"0.014445304870605469","0.00015367345607027094","0.0001544381993",94,3,94,7,29,0,7
"172.217.12.174->192.168.10.16","151.5748918","2017-07-03 12:06:47.758","2017-07-03 14:38:22.252",1,8,"0.1796417236328125","0.0006068977149757179","0.001185168081",296,2,296,7,127,0,8
"172.217.12.174->192.168.10.17","34.57452478","2017-07-03 12:38:11.179","2017-07-03 13:12:45.650",1,4,"0.02490520477294922","0.00033655682125607054","0.0007203339722",74,2,74,4,21,0,4
"172.217.12.174->192.168.10.19","121.8824545","2017-07-03 12:33:58.627","2017-07-03 14:35:51.574",2,6,"0.06261444091796875","0.0004707852700599154","0.0005137280931",133,3,133,6,23,0,6
"172.217.12.174->192.168.10.25","117.5124457","2017-07-03 12:39:48.624","2017-07-03 14:37:19.371",2,8,"0.10257339477539062","0.0007830030135526002","0.0008728726062",131,3,131,8,35,0,8
"172.217.12.174->192.168.10.5","130.4051223","2017-07-03 12:38:51.993","2017-07-03 14:49:16.301",1,3,"0.02971649169921875","0.00045717679537259613","0.0002278782549",5187,3,65,3,30,0,3
"172.217.12.174->192.168.10.51","116.8444317","2017-07-03 12:39:38.649","2017-07-03 14:36:29.314",2,19,"0.049938201904296875","0.00020721245603442688","0.0004273905155",241,3,241,19,51,0,19
"172.217.12.174->192.168.10.8","117.7650521","2017-07-03 12:40:47.505","2017-07-03 14:38:33.408",1,4,"0.11111736297607422","0.0007407824198404948","0.0009435512572",150,2,150,4,68,0,4
"172.217.12.174->192.168.10.9","150.2017012","2017-07-03 12:11:00.262","2017-07-03 14:41:12.364",2,16,"0.09632015228271484","0.00026534477212869105","0.0006412720464",363,3,363,15,174,0,16
"172.217.12.178->192.168.10.25","24.64909370","2017-07-03 13:17:53.117","2017-07-03 13:42:32.063",1,3,"0.01080322265625","0.000360107421875","0.0004382807249",30,2,30,3,9,0,3
"172.217.12.179->192.168.10.25","40.93513890","2017-07-03 14:01:44.161","2017-07-03 14:42:40.270",1,7,"0.017492294311523438","0.0002429485321044922","0.0004273173313",72,2,72,7,21,0,7
"172.217.12.179->192.168.10.5","0.07354028","2017-07-03 14:40:12.395","2017-07-03 14:40:16.808",1,1,"0.0028285980224609375","0.00020204271589006697","0.03846325",14,2,14,1,7,0,1
"172.217.12.179->192.168.10.9","0.08539213","2017-07-03 13:10:05.410","2017-07-03 13:10:10.533",1,1,0,0,"0.000000",2,1,2,1,0,0,1
"172.217.12.193->192.168.10.12","3.00706677","2017-07-03 13:40:17.612","2017-07-03 13:43:18.037",1,1,"0.003951072692871094","0.00024694204330444336","0.00131392915",16,2,16,1,8,0,1
"172.217.12.193->192.168.10.14","6.06577262","2017-07-03 13:41:18.875","2017-07-03 13:47:22.821",1,2,"0.004361152648925781","0.000150384574100889","0.000718977272",29,2,29,2,15,0,2
"172.217.12.193->192.168.10.16","4.39027417","2017-07-03 13:42:22.273","2017-07-03 13:46:45.689",1,1,"0.8190383911132812","0.0015083579946837593","0.186557459",543,2,543,1,80,0,1
"172.217.12.193->192.168.10.25","26.26299637","2017-07-03 13:17:40.957","2017-07-03 13:43:56.737",1,19,"0.8689661026000977","0.0011570786985354163","0.03308708917",751,2,751,19,192,0,19
"172.217.12.193->192.168.10.5","4.00200512","2017-07-03 13:39:50.460","2017-07-03 13:43:50.581",1,1,"0.004116058349609375","0.0002166346499794408","0.00102849902",107,3,19,1,6,0,1
"172.217.12.193->192.168.10.51","1.97410983","2017-07-03 13:40:34.608","2017-07-03 13:42:33.054",2,2,"0.019245147705078125","0.0004276699490017361","0.00974877253",45,3,45,2,14,0,2
"172.217.12.194->192.168.10.12","47.81242273","2017-07-03 12:52:04.387","2017-07-03 13:39:53.132",2,12,"0.05768871307373047","0.0002541352998842752","0.001206563269",227,3,227,12,96,0,12
"172.217.12.194->192.168.10.14","3.03644753","2017-07-03 13:25:23.899","2017-07-03 13:28:26.086",1,1,"0.015018463134765625","0.000484466552734375","0.00494606377",31,2,31,1,18,0,1
"172.217.12.194->192.168.10.16","85.78380102","2017-07-03 12:24:52.383","2017-07-03 13:50:39.411",1,12,"0.24086475372314453","0.0005707695585856505","0.002807811625",422,2,422,12,209,0,12
"172.217.12.194->192.168.10.19","42.54330892","2017-07-03 13:35:02.879","2017-07-03 14:17:35.478",2,14,"0.20267868041992188","0.000623626708984375","0.004764055396",325,3,325,14,62,0,14
"172.217.12.194->192.168.10.25","87.76503180","2017-07-03 12:53:06.519","2017-07-03 14:20:52.421",2,184,"1.0559320449829102","0.0004799691113558683","0.01203135262",2200,3,2200,184,919,0,184
"172.217.12.194->192.168.10.5","81.89540867","2017-07-03 12:28:12.716","2017-07-03 13:50:06.441",2,4,"0.0632944107055664","0.0007718830573849562","0.0007728688548",341,5,80,4,10,2,4
"172.217.12.194->192.168.10.51","83.03767492","2017-07-03 12:28:28.322","2017-07-03 13:51:30.582",1,12,"0.04726600646972656","0.00021100895745413645","0.0005692115840",224,2,224,12,47,0,12
"172.217.12.194->192.168.10.8","85.80956790","2017-07-03 12:52:15.316","2017-07-03 14:18:03.890",2,15,"0.1156778335571289","0.00041313511984688894","0.001348076169",280,3,280,15,133,0,15
"172.217.12.194->192.168.10.9","84.71599163","2017-07-03 12:53:40.943","2017-07-03 14:18:23.902",1,8,"0.04327106475830078","0.00014718049237517274","0.0005107779998",294,2,294,7,172,0,8
"172.217.12.195->192.168.10.12","3.00555898","2017-07-03 13:40:20.704","2017-07-03 13:43:21.037",1,1,"0.004487037658691406","0.0002804398536682129","0.00149291286",16,2,16,1,8,0,1
"172.217.12.195->192.168.10.15","3.01113285","2017-07-03 12:37:20.366","2017-07-03 12:40:21.034",1,1,"0.033568382263183594","0.0009072535746806377","0.0111480907",37,2,37,1,18,0,1
"172.217.12.195->192.168.10.16","81.42863781","2017-07-03 12:55:25.887","2017-07-03 14:16:51.605",1,5,"0.023624420166015625","0.0002881026849514101","0.0002901242217",82,2,82,4,42,0,5
