,src,dst,start,finish,total_duration,total_bytes,total_packets,src_ports,dst_ports,pps,bps,bpp,num_protocols,flag_ack,flag_fin,flag_psh,flag_rst,flag_syn,attack,cluster,x,y
21835,178.255.83.1,192.168.10.9,2017-07-03 12:45:53.661,2017-07-03 12:45:57.125,3.4632160000000005,0,9,80,63021,2.598741,0.0,0.0,1,1,1,0,0,1,0,22,-0.4627713350851525,2.0270675840621686
57913,192.168.10.9,50.16.220.202,2017-07-03 13:00:47.988,2017-07-03 13:00:50.669,2.6808349999999996,0,7,80,65184,2.611127,0.0,0.0,1,1,1,0,0,1,0,22,-0.5570721849504425,2.125570830802682
52388,192.168.10.51,23.61.187.27,2017-07-03 12:50:23.606,2017-07-03 12:50:23.644,0.037252,0,3,80,37386,80.533,0.0,0.0,1,1,0,0,0,1,0,23,-1.5284678169191435,1.9228788794887282
12203,162.208.20.178,192.168.10.9,2017-07-03 12:53:48.553,2017-07-03 12:53:48.638,0.085297,0,3,80,64373,35.171,0.0,0.0,1,1,0,0,0,1,0,23,-1.2464175067623748,2.370933652641975
51666,192.168.10.51,212.95.74.42,2017-07-03 13:24:58.870,2017-07-03 13:24:58.987,0.11760899999999999,0,3,80,37746,25.5083,0.0,0.0,1,1,0,0,0,1,0,23,-1.512251640232472,1.9183791954107956
26023,192.168.10.12,54.76.80.15,2017-07-03 13:06:29.905,2017-07-03 13:06:30.009,0.103367,0,3,80,54062,29.0228,0.0,0.0,1,1,0,0,0,1,0,23,-1.3485143448489383,2.1950918459542574
52387,192.168.10.51,23.61.187.27,2017-07-03 12:50:23.606,2017-07-03 12:50:23.644,0.037293,0,3,80,37385,80.444,0.0,0.0,1,1,0,0,0,1,0,23,-1.5284705280063728,1.922850668423551
1856,104.24.11.111,192.168.10.16,2017-07-03 13:43:41.757,2017-07-03 13:43:42.581,0.823758,0,6,57580,443,7.283689999999999,0.0,0.0,1,1,1,0,0,1,0,24,-1.87758499328982,0.01716070643744697
16100,172.217.11.2,192.168.10.16,2017-07-03 13:05:13.777,2017-07-03 13:05:13.868,0.091018,0,6,58322,443,65.921,0.0,0.0,1,1,1,0,0,1,0,24,-1.989529638176109,0.05572446409124385
49577,192.168.10.5,54.86.41.28,2017-07-03 14:35:05.989,2017-07-03 14:35:06.802,0.812992,0,6,58213,443,7.38015,0.0,0.0,1,1,1,0,0,1,0,24,-1.8834617908481555,0.0052961442173734856
22997,192.0.77.2,192.168.10.14,2017-07-03 12:24:27.150,2017-07-03 12:24:27.216,0.065332,0,6,50729,443,91.839,0.0,0.0,1,1,1,0,0,1,0,24,-1.9418722478073014,0.21073555017661752
23000,192.0.77.2,192.168.10.14,2017-07-03 12:24:27.157,2017-07-03 12:24:27.216,0.05905,0,6,50732,443,101.6,0.0,0.0,1,1,1,0,0,1,0,24,-1.9429682097140748,0.21203443728818497
45873,192.168.10.5,209.15.36.34,2017-07-03 14:49:46.731,2017-07-03 14:49:46.773,0.042214999999999996,0,3,59762,443,71.065,0.0,0.0,1,1,0,0,0,1,0,25,-2.3103887293026584,0.11250785544297079
30603,192.168.10.15,31.13.71.7,2017-07-03 13:13:28.716,2017-07-03 13:13:29.746,1.029331,0,3,50904,443,2.914514,0.0,0.0,1,1,0,0,0,1,0,25,-2.1061426410142907,0.21770308836944643
4609,122.198.65.141,192.168.10.5,2017-07-03 13:04:53.316,2017-07-03 13:04:53.697,0.380765,0,3,52874,443,7.8788800000000005,0.0,0.0,1,1,0,0,0,1,0,25,-2.2133821280434174,0.22118172635670766
45912,192.168.10.5,210.160.193.188,2017-07-03 12:28:13.219,2017-07-03 12:28:13.405,0.185645,0,3,49529,443,16.1599,0.0,0.0,1,1,0,0,0,1,0,25,-2.2188911311970463,0.301102779693532
50745,192.168.10.5,75.98.37.206,2017-07-03 13:09:40.493,2017-07-03 13:09:40.523,0.030354000000000003,0,3,53708,443,98.834,0.0,0.0,1,1,0,0,0,1,0,25,-2.2712676664567124,0.2362322135025189
68214,192.168.10.16,23.60.139.27,2017-07-07 18:03:08.259,2017-07-07 18:03:08.296,0.037198,0,3,80,54586,80.649,0.0,0.0,1,1,0,0,0,1,1,26,-0.9967232372091952,2.7448510661746823
16430,104.20.114.18,192.168.10.17,2017-07-07 17:50:33.352,2017-07-07 17:50:33.368,0.015453999999999999,0,3,80,39990,194.12,0.0,0.0,1,1,0,0,0,1,1,26,-1.1501871413524523,2.5109038128813737
75787,192.168.10.5,72.21.91.29,2017-07-07 19:00:56.906,2017-07-07 19:00:56.930,0.023768,0,3,80,56114,126.22,0.0,0.0,1,1,0,0,0,1,1,26,-0.9839147315759216,2.775956292588816
74043,192.168.10.5,198.41.215.185,2017-07-07 18:40:28.288,2017-07-07 18:40:28.304,0.015358000000000002,0,3,80,55774,195.34,0.0,0.0,1,1,0,0,0,1,1,26,-0.9897743427587571,2.7774930608574024
59773,192.168.10.12,38.72.130.139,2017-07-07 19:07:22.992,2017-07-07 19:07:23.077,0.085008,0,3,80,43258,35.291,0.0,0.0,1,1,0,0,0,1,1,26,-1.104186896026517,2.546090744463319
57503,178.255.83.1,192.168.10.16,2017-07-07 18:15:29.602,2017-07-07 18:15:32.895,3.292644,0,9,80,34636,2.733366,0.0,0.0,1,1,1,0,0,1,1,27,-0.41904613462685153,2.0905546383098743
57350,178.255.83.1,192.168.10.15,2017-07-07 18:16:08.309,2017-07-07 18:16:11.445,3.136397,0,9,80,57892,2.869535,0.0,0.0,1,1,1,0,0,1,1,27,-0.20522244061880626,2.4933222564899835
56780,174.129.242.44,192.168.10.16,2017-07-07 18:29:14.713,2017-07-07 18:29:17.063,2.349349,0,7,80,50052,2.979549,0.0,0.0,1,1,1,0,0,1,1,27,-0.4018818769158345,2.423268295636232
57216,178.255.83.1,192.168.10.14,2017-07-07 18:07:36.034,2017-07-07 18:07:39.286,3.252253,0,9,80,57524,2.767312,0.0,0.0,1,1,1,0,0,1,1,27,-0.1922215103785818,2.4795747644786545
57151,178.255.83.1,192.168.10.12,2017-07-07 18:25:22.509,2017-07-07 18:25:25.974,3.465324,0,8,80,36244,2.308586,0.0,0.0,1,1,1,0,0,1,1,27,-0.37936383149427827,2.1120285341519
77294,192.168.10.8,50.63.243.230,2017-07-07 19:35:24.430,2017-07-07 19:35:24.462,0.032476,0,3,80,10094,92.376,0.0,0.0,1,1,0,0,0,1,1,28,-1.4498775575218046,1.9951892872009633
79169,192.168.10.9,35.185.103.93,2017-07-07 18:28:22.943,2017-07-07 18:28:23.181,0.238188,0,3,8805,443,12.5951,0.0,0.0,1,1,0,0,0,1,1,28,-1.5764262444156845,1.637828311224457
77989,192.168.10.8,72.21.91.29,2017-07-07 19:48:51.331,2017-07-07 19:48:51.354,0.023613,0,3,80,10190,127.05,0.0,0.0,1,1,0,0,0,1,1,28,-1.4507784094700977,2.00076190531078
53373,172.217.10.35,192.168.10.8,2017-07-07 17:13:44.319,2017-07-07 17:13:44.358,0.039223,0,3,80,5901,76.486,0.0,0.0,1,1,0,0,0,1,1,28,-1.4912522297267388,1.9224179248332205
78003,192.168.10.8,72.21.91.29,2017-07-07 17:13:44.522,2017-07-07 17:13:44.550,0.027982999999999997,0,3,80,5911,107.21,0.0,0.0,1,1,0,0,0,1,1,28,-1.493302834114446,1.9263084659642853
57883,178.255.83.1,192.168.10.9,2017-07-07 18:28:20.777,2017-07-07 18:28:24.535,3.7580519999999997,0,9,8779,80,2.394858,0.0,0.0,1,1,1,0,0,1,1,29,-0.7624243155086977,1.3041338088007282
57792,178.255.83.1,192.168.10.8,2017-07-07 18:10:22.993,2017-07-07 18:10:26.273,3.2799650000000002,0,9,8629,80,2.743932,0.0,0.0,1,1,1,0,0,1,1,29,-0.8304852492630076,1.3381995827956565
57822,178.255.83.1,192.168.10.9,2017-07-07 19:42:20.022,2017-07-07 19:42:23.683,3.6604389999999998,0,9,80,10460,2.4587209999999997,0.0,0.0,1,1,1,0,0,1,1,29,-0.6116529857767032,1.6585018635526347
57931,178.255.83.1,192.168.10.9,2017-07-07 19:08:26.128,2017-07-07 19:08:29.686,3.557418,0,9,9623,80,2.529925,0.0,0.0,1,1,1,0,0,1,1,29,-0.7971755544619928,1.3004140962949367
57928,178.255.83.1,192.168.10.9,2017-07-07 19:08:25.705,2017-07-07 19:08:29.285,3.579825,0,9,9615,80,2.514089,0.0,0.0,1,1,1,0,0,1,1,29,-0.7938831154990916,1.2991160949204483
68651,192.168.10.16,52.84.137.78,2017-07-07 19:13:48.767,2017-07-07 19:13:48.843,0.076489,0,6,47828,443,78.443,0.0,0.0,1,1,1,0,0,1,1,30,-1.563320777518549,0.7979171482010394
74413,192.168.10.5,23.203.67.225,2017-07-07 19:41:28.298,2017-07-07 19:41:28.386,0.088352,0,6,56679,443,67.91,0.0,0.0,1,1,1,0,0,1,1,30,-1.6218244785258298,0.6203144211776781
52500,172.217.10.102,192.168.10.14,2017-07-07 17:28:19.927,2017-07-07 17:28:20.001,0.073741,0,6,56758,443,81.366,0.0,0.0,1,1,1,0,0,1,1,30,-1.6247060369072288,0.6210044973888209
54673,172.217.12.168,192.168.10.16,2017-07-07 17:53:04.380,2017-07-07 17:53:04.494,0.11346400000000001,0,6,46108,443,52.8802,0.0,0.0,1,1,1,0,0,1,1,30,-1.5458016054834596,0.8271906637882759
16354,104.20.0.186,192.168.10.16,2017-07-07 18:18:14.273,2017-07-07 18:18:14.359,0.0857,0,6,49498,443,70.0,0.0,0.0,1,1,1,0,0,1,1,30,-1.5732407474914551,0.7633257128883645
74202,192.168.10.5,209.85.144.155,2017-07-07 17:29:22.099,2017-07-07 17:29:22.448,0.349938,0,2,53748,443,5.7153,0.0,0.0,1,1,0,0,0,1,1,31,-1.868471542038422,0.7427864055439698
74263,192.168.10.5,212.77.188.194,2017-07-07 18:30:10.012,2017-07-07 18:30:10.127,0.115351,0,3,55082,443,26.0076,0.0,0.0,1,1,0,0,0,1,1,31,-1.9101978145096818,0.7279170041411007
22764,104.97.76.175,192.168.10.15,2017-07-07 17:16:04.179,2017-07-07 17:16:05.202,1.023197,0,3,55713,443,2.931987,0.0,0.0,1,1,0,0,0,1,1,31,-1.7829328586563016,0.6541708503398266
55459,172.217.6.200,192.168.10.14,2017-07-07 18:51:25.129,2017-07-07 18:51:25.465,0.336099,0,3,57943,443,8.925939999999999,0.0,0.0,1,1,0,0,0,1,1,31,-1.8975317425961549,0.6550880874939747
55460,172.217.6.200,192.168.10.14,2017-07-07 18:51:25.150,2017-07-07 18:51:25.487,0.33721799999999996,0,3,57944,443,8.89632,0.0,0.0,1,1,0,0,0,1,1,31,-1.89737637364774,0.6549926599688419
9553,104.16.26.35,192.168.10.50,2017-07-07 19:02:50.198,2017-07-07 19:02:50.209,0.010645,20,5,80,23427,469.7,1878.8,4.0,2,1,0,1,0,1,1,32,-1.1759859085545727,1.265054515210775
6062,104.16.24.216,192.168.10.8,2017-07-07 17:25:44.033,2017-07-07 17:25:44.629,0.596708,3746,12,80,7072,20.1103,6277.78,312.1666666666667,2,1,0,1,0,1,1,32,-0.9275192136144079,0.9998027059442581
76964,192.168.10.8,23.50.75.27,2017-07-07 17:07:01.650,2017-07-07 17:07:01.718,0.06803,2236,9,80,5820,132.3,32868.0,248.44444444444446,2,1,0,1,0,1,1,32,-1.109423969440471,1.0517064404138177
55079,172.217.3.106,192.168.10.17,2017-07-07 17:22:12.066,2017-07-07 17:22:12.714,0.6485350000000001,6821,46,80,32910,70.9291,10517.6,148.2826086956522,2,1,0,1,0,1,1,32,-0.6349099064693638,1.1344205940666543
16117,104.16.28.216,192.168.10.5,2017-07-07 18:30:09.129,2017-07-07 18:30:13.575,4.446552,3661,12,80,55057,2.6987200000000002,823.3346,305.0833333333333,2,1,0,1,0,1,1,32,0.11009475631794051,1.5490875520784388
22197,104.97.137.26,192.168.10.50,2017-07-07 19:10:56.532,2017-07-07 19:10:56.622,0.09001,11615,12,80,34634,133.3,129041.0,967.9166666666665,2,1,1,1,0,1,1,33,0.22804659029989485,1.8524358837190635
57484,178.255.83.1,192.168.10.16,2017-07-07 18:04:41.293,2017-07-07 18:04:41.488,0.195948,1298,11,80,33900,56.1373,6624.21,118.0,2,1,1,1,0,1,1,33,-0.6147494389374617,1.3443412412256386
57833,178.255.83.1,192.168.10.9,2017-07-07 19:47:45.105,2017-07-07 19:47:45.224,0.119804,1296,10,80,10588,83.4697,10817.7,129.6,2,1,1,1,0,1,1,33,-0.8571864391735882,0.9748881024045973
18633,104.97.137.26,192.168.10.50,2017-07-07 19:08:42.810,2017-07-07 19:08:43.305,0.49420699999999995,11615,13,80,31037,26.3048,23502.3,893.4615384615386,2,1,1,1,0,1,1,33,0.21000840484410602,1.5913030492957103
20564,104.97.137.26,192.168.10.50,2017-07-07 19:09:56.108,2017-07-07 19:09:56.830,0.722318,11615,13,80,32992,17.9976,16080.2,893.4615384615386,2,1,1,1,0,1,1,33,0.2635464715323086,1.60034856286784
76050,192.168.10.50,192.168.10.8,2017-07-07 17:15:27.670,2017-07-07 17:15:27.814,0.144421,287,49,6255,21,339.286,1987.25,5.857142857142858,2,1,1,1,0,1,1,34,-1.0557689525943181,0.41361887643108414
76137,192.168.10.50,192.168.10.9,2017-07-07 17:18:37.261,2017-07-07 17:18:37.420,0.15908699999999998,288,49,7938,21,308.008,1810.33,5.8775510204081645,2,1,1,1,0,1,1,34,-1.0645428706199302,0.3759936335615071
76075,192.168.10.50,192.168.10.8,2017-07-07 18:11:43.823,2017-07-07 18:11:43.968,0.14540899999999998,286,49,8904,21,336.981,1966.87,5.83673469387755,2,1,1,1,0,1,1,34,-1.0737022835140602,0.36068967162187854
76139,192.168.10.50,192.168.10.9,2017-07-07 17:21:59.916,2017-07-07 17:22:00.058,0.141922,287,49,8133,21,345.26,2022.24,5.857142857142858,2,1,1,1,0,1,1,34,-1.0690507813210894,0.3770996410152335
76161,192.168.10.50,192.168.10.9,2017-07-07 17:52:23.213,2017-07-07 17:52:23.386,0.173459,287,49,8338,21,282.488,1654.57,5.857142857142858,2,1,1,1,0,1,1,34,-1.0647859057693005,0.3644542909857551
74295,192.168.10.5,218.76.93.88,2017-07-07 19:19:04.606,2017-07-07 19:19:04.987,0.381067,517,6,56384,443,15.7453,1356.72,86.16666666666669,2,1,0,1,0,1,1,35,-1.6610176266513348,-0.27696611851525527
73640,192.168.10.25,91.236.51.44,2017-07-07 18:19:48.023,2017-07-07 18:19:48.159,0.135391,116,4,53424,443,29.5441,856.778,29.0,2,1,0,1,0,1,1,35,-1.7298089397004146,-0.21669671751108446
62806,192.168.10.14,64.4.54.253,2017-07-07 17:46:05.712,2017-07-07 17:46:06.017,0.30553800000000003,4208,13,56847,443,42.5479,13772.4,323.6923076923077,2,1,0,1,0,1,1,35,-1.4034846288671365,-0.21422103514604998
73271,192.168.10.25,54.214.238.58,2017-07-07 18:06:10.049,2017-07-07 18:06:10.747,0.697716,6345,26,53137,443,37.2644,9093.96,244.03846153846158,2,1,0,1,0,1,1,35,-1.2982309899288234,-0.3081672544769603
42308,151.101.192.114,192.168.10.25,2017-07-07 17:39:08.542,2017-07-07 17:39:08.625,0.082271,4403,16,53051,443,194.48,53518.0,275.1875,2,1,0,1,0,1,1,35,-1.438875098713157,-0.10943563930190021
72824,192.168.10.25,192.168.10.3,2017-07-07 18:23:58.045,2017-07-07 18:23:58.065,0.020191999999999998,7448,30,53464,389,1485.7,368859.0,248.26666666666668,2,1,0,1,0,1,1,36,-1.4124284178901723,0.2422998754328613
72791,192.168.10.25,192.168.10.3,2017-07-07 17:16:57.255,2017-07-07 17:16:57.277,0.022005,7448,30,52997,3268,1363.3,338469.0,248.26666666666668,2,1,0,1,0,1,1,36,-1.3753060431365227,0.2540203812170381
72806,192.168.10.25,192.168.10.3,2017-07-07 17:45:52.545,2017-07-07 17:45:52.565,0.019316999999999997,7448,30,53080,389,1553.0,385567.0,248.26666666666668,2,1,0,1,0,1,1,36,-1.4123580054721363,0.2752972369572244
72794,192.168.10.25,192.168.10.3,2017-07-07 17:20:48.146,2017-07-07 17:20:48.165,0.01917,7448,30,53006,389,1565.0,388524.0,248.26666666666668,2,1,0,1,0,1,1,36,-1.4123047296888178,0.2812652757337677
72793,192.168.10.25,192.168.10.3,2017-07-07 17:20:48.127,2017-07-07 17:20:48.146,0.019058000000000002,7448,30,53005,3268,1574.1,390807.0,248.26666666666668,2,1,0,1,0,1,1,36,-1.3833779630678527,0.3333449374638953
67094,192.168.10.16,192.168.10.50,2017-07-07 17:00:20.606,2017-07-07 17:00:20.741,0.135047,288,49,43740,21,362.837,2132.59,5.8775510204081645,2,1,1,1,0,1,1,37,-1.3132947948448412,-0.32787605183793317
75546,192.168.10.5,65.55.242.254,2017-07-07 18:28:42.898,2017-07-07 18:28:43.220,0.321709,4978,17,55005,443,52.8428,15473.6,292.8235294117647,2,1,1,1,0,1,1,37,-1.0842343574674211,-0.2872121785508895
46570,162.242.240.67,192.168.10.50,2017-07-07 17:15:37.400,2017-07-07 17:15:37.424,0.023436000000000002,20,8,60824,21,341.36,853.39,2.5,2,1,1,1,0,1,1,37,-1.5214366647188193,-0.4336291224330349
54558,172.217.12.162,192.168.10.25,2017-07-07 17:13:10.190,2017-07-07 17:13:10.365,0.17481,1273,17,52957,443,97.24799999999999,7282.2,74.88235294117645,2,1,1,1,0,1,1,37,-1.340154355160203,-0.3208753272867802
59022,192.168.10.12,192.168.10.50,2017-07-07 18:27:08.281,2017-07-07 18:27:08.409,0.128191,286,49,50020,21,382.24199999999996,2231.05,5.83673469387755,2,1,1,1,0,1,1,37,-1.3575621251849395,-0.45017146950767356
28119,107.22.224.100,192.168.10.50,2017-07-07 19:14:12.318,2017-07-07 19:14:15.663,3.344898,11615,12,80,39995,3.5875529999999998,3472.453,967.9166666666665,2,1,1,1,1,1,1,38,1.1753242945619211,1.3935313196279389
21608,104.97.137.26,192.168.10.50,2017-07-07 19:10:34.437,2017-07-07 19:10:38.427,3.9899129999999996,11615,14,80,34041,3.5088480000000004,2911.091,829.6428571428571,2,1,1,1,1,1,1,38,1.115944278788371,1.1656752953149754
30967,13.58.146.190,192.168.10.50,2017-07-07 19:15:09.147,2017-07-07 19:15:12.484,3.3369489999999997,11615,12,80,41534,3.5960989999999997,3480.724,967.9166666666665,2,1,1,1,1,1,1,38,1.1898192291741014,1.4200390102638252
3789,104.117.102.33,192.168.10.50,2017-07-07 18:59:11.071,2017-07-07 18:59:13.061,1.98994,11615,12,80,17853,6.03033,5836.86,967.9166666666665,2,1,1,1,1,1,1,38,0.7542478948992071,1.1106307244276745
30644,13.58.146.190,192.168.10.50,2017-07-07 19:14:57.116,2017-07-07 19:15:01.033,3.916907,11615,11,80,41211,2.808338,2965.35,1055.909090909091,2,1,1,1,1,1,1,38,1.3294363096137713,1.4287077127796366
61190,192.168.10.12,74.125.29.108,2017-07-07 18:13:00.694,2017-07-07 18:13:03.148,2.45397,3629,44,465,44862,17.9301,1478.83,82.47727272727273,2,1,1,1,1,1,1,39,0.322918816252228,0.9546820507981757
69534,192.168.10.16,74.125.22.109,2017-07-07 19:15:11.745,2017-07-07 19:15:13.525,1.780298,1475,39,465,42234,21.90644,828.513,37.82051282051282,2,1,1,1,1,1,1,39,0.10282666605122946,0.9794150457735207
56382,173.194.66.108,192.168.10.12,2017-07-07 17:36:52.977,2017-07-07 17:36:55.201,2.223618,3613,46,465,33572,20.68701,1624.829,78.54347826086956,2,1,1,1,1,1,1,39,0.17491721940414282,0.7663744355134746
61178,192.168.10.12,74.125.22.108,2017-07-07 18:03:59.022,2017-07-07 18:04:00.742,1.7205650000000001,3629,44,465,33732,25.57299,2109.1910000000003,82.47727272727273,2,1,1,1,1,1,1,39,0.1036315892392672,0.8158738429770563
61179,192.168.10.12,74.125.22.108,2017-07-07 18:22:03.132,2017-07-07 18:22:05.042,1.9100529999999998,3629,44,465,34538,23.03601,1899.9470000000001,82.47727272727273,2,1,1,1,1,1,1,39,0.1392632399938709,0.8166912134874804
61311,192.168.10.14,192.168.10.3,2017-07-07 17:19:04.917,2017-07-07 17:19:05.255,0.338016,2562,29,56393,389,85.7948,7579.52,88.34482758620689,2,1,1,1,1,1,1,40,-0.8667384949160624,-0.6585379745053795
56403,173.194.66.109,192.168.10.25,2017-07-07 18:18:41.415,2017-07-07 18:18:43.189,1.773793,1115,50,53409,465,28.18818,628.5965,22.3,2,1,1,1,1,1,1,40,-0.6865009433772296,-0.8426368839600791
73707,192.168.10.3,192.168.10.5,2017-07-07 19:30:54.461,2017-07-07 19:30:54.793,0.332878,2562,29,56575,389,87.119,7696.51,88.34482758620689,2,1,1,1,1,1,1,40,-0.8687544758399264,-0.6615590052090278
61625,192.168.10.14,209.85.232.108,2017-07-07 19:21:03.741,2017-07-07 19:21:05.581,1.8400740000000002,3587,44,58455,465,23.91208,1949.378,81.52272727272727,2,1,1,1,1,1,1,40,-0.6147192942160865,-0.9057786386371065
56405,173.194.66.109,192.168.10.25,2017-07-07 18:36:44.992,2017-07-07 18:36:46.950,1.9580669999999998,1115,50,53560,465,25.53539,569.4391,22.3,2,1,1,1,1,1,1,40,-0.6608556225091784,-0.8579297407670232
21776,104.97.137.26,192.168.10.50,2017-07-07 17:52:41.677,2017-07-07 17:52:42.201,0.524404,11615,17,80,34212,32.4178,22149.0,683.2352941176471,2,2,1,1,1,2,1,41,1.2439210449205156,1.0567491609457331
21537,104.97.137.26,192.168.10.50,2017-07-07 17:00:03.341,2017-07-07 17:00:04.331,0.99029,11615,16,80,33970,16.1569,11728.9,725.9375,2,2,1,1,1,2,1,41,1.337668372882892,1.0374469320559982
21397,104.97.137.26,192.168.10.50,2017-07-07 17:52:58.139,2017-07-07 17:52:59.076,0.936564,11615,13,80,33830,13.8805,12401.7,893.4615384615386,2,2,1,1,1,2,1,41,1.4391157249130961,1.1450777221844557
30474,13.58.146.190,192.168.10.50,2017-07-07 18:23:10.792,2017-07-07 18:23:11.024,0.232427,11615,17,80,41041,73.1412,49972.7,683.2352941176471,2,2,1,1,1,2,1,41,1.2683423552436486,1.226206291852183
31414,13.58.146.190,192.168.10.50,2017-07-07 17:54:19.121,2017-07-07 17:54:19.929,0.80713,11615,17,80,41988,21.0623,14390.5,683.2352941176471,2,2,1,1,1,2,1,41,1.3645999849203079,1.159842480180922
67768,192.168.10.16,209.204.228.173,2017-07-07 17:02:03.402,2017-07-07 17:02:04.577,1.174499,736,14,55100,443,11.91998,626.6502,52.57142857142857,3,1,1,1,0,1,1,42,-1.4432325648856932,-1.2433311419800395
46490,162.213.33.50,192.168.10.51,2017-07-07 19:46:21.934,2017-07-07 19:46:22.772,0.83791,3114,21,59549,443,25.061999999999998,3716.4,148.28571428571428,3,1,1,1,0,1,1,42,-1.3822786326008456,-1.3169954192398137
64728,192.168.10.15,31.13.71.36,2017-07-07 19:20:31.695,2017-07-07 19:20:31.950,0.255301,4424,22,59722,443,86.1728,17328.6,201.0909090909091,3,1,1,1,0,1,1,42,-1.3969509043312476,-1.2519213006842076
58989,192.168.10.12,192.168.10.50,2017-07-07 18:46:03.009,2017-07-07 18:46:04.280,1.271617,4257,89,40188,22,69.98963,3347.7059999999997,47.8314606741573,3,1,1,1,0,1,1,42,-1.1212349179653072,-1.4084496701646374
46376,162.213.33.50,192.168.10.51,2017-07-07 18:47:56.012,2017-07-07 18:47:57.319,1.307264,3114,22,59435,443,16.82904,2382.074,141.54545454545453,3,1,1,1,0,1,1,42,-1.3164676567064224,-1.3566905305863945
71787,192.168.10.19,23.208.104.120,2017-07-07 19:28:39.907,2017-07-07 19:28:40.283,0.37598899999999996,19047,50,56455,443,132.983,50658.4,380.94,3,1,0,1,0,1,1,43,-1.1023812288169637,-1.2947780397133573
16329,104.196.63.196,192.168.10.15,2017-07-07 19:11:34.053,2017-07-07 19:11:34.232,0.178432,7359,16,59328,443,89.67,41242.6,459.9375,3,1,0,1,0,1,1,43,-1.4596861305473943,-1.0049451880812794
16280,104.19.196.102,192.168.10.5,2017-07-07 18:41:27.284,2017-07-07 18:41:27.446,0.162378,994,13,55837,443,80.0601,6121.52,76.46153846153847,3,1,0,1,0,1,1,43,-1.873426595259512,-1.0987390047190262
66130,192.168.10.15,69.172.216.111,2017-07-07 18:38:04.093,2017-07-07 18:38:04.229,0.136142,3301,11,58179,443,80.798,24246.7,300.09090909090907,3,1,0,1,0,1,1,43,-1.6824531781232797,-1.015939283921053
59298,192.168.10.12,204.79.197.200,2017-07-07 18:21:38.013,2017-07-07 18:21:38.199,0.18626600000000001,4021,21,51582,443,112.742,21587.4,191.47619047619045,3,1,0,1,0,1,1,43,-1.6701256965480658,-1.0089286456103401
76188,192.168.10.50,192.168.10.9,2017-07-07 18:42:55.329,2017-07-07 18:42:56.788,1.459275,4085,79,9340,22,54.136469999999996,2799.335,51.708860759493675,3,1,1,1,0,1,1,44,-0.9013995939721251,-0.7504323766450789
28886,122.220.195.253,192.168.10.9,2017-07-07 19:23:50.876,2017-07-07 19:23:51.650,0.774429,4550,16,9939,443,20.6604,5875.3,284.375,3,1,1,1,0,1,1,44,-0.9291910982771945,-0.23944044750954765
76109,192.168.10.50,192.168.10.8,2017-07-07 19:17:47.512,2017-07-07 19:17:49.117,1.605552,4209,81,9848,22,50.449940000000005,2621.528,51.96296296296296,3,1,1,1,0,1,1,44,-0.8769479647306377,-0.782856924873705
76759,192.168.10.8,222.230.178.23,2017-07-07 19:08:26.505,2017-07-07 19:08:29.620,3.114277,4678,18,9735,443,5.779833,1502.114,259.8888888888889,3,1,1,1,0,1,1,44,-0.5993748628419651,-0.41921400366230926
77845,192.168.10.8,69.166.1.10,2017-07-07 19:35:22.405,2017-07-07 19:35:24.727,2.321555,5196,22,443,10023,9.476407,2238.155,236.1818181818182,3,1,1,1,0,1,1,44,-0.5493676727300181,-0.06039030558631327
56293,172.98.66.52,192.168.10.8,2017-07-07 17:45:42.331,2017-07-07 17:45:42.466,0.13427,6526,26,8094,443,193.64,48604.0,251.0,3,1,0,1,0,1,1,45,-1.2687372216307433,-0.12482031744364465
55298,172.217.3.99,192.168.10.9,2017-07-07 17:19:59.201,2017-07-07 17:19:59.805,0.6038180000000001,7176,33,7987,443,54.6522,11884.4,217.45454545454547,3,1,0,1,0,1,1,45,-1.1895334547876724,-0.2714159958736302
77250,192.168.10.8,38.72.130.155,2017-07-07 17:36:05.244,2017-07-07 17:36:05.594,0.34973000000000004,6905,17,7652,443,48.608999999999995,19744.0,406.1764705882353,3,1,0,1,0,1,1,45,-1.1274522606651178,-0.04744782188825948
56274,172.82.204.149,192.168.10.8,2017-07-07 17:23:52.758,2017-07-07 17:23:53.142,0.3843,5448,18,6750,443,46.84,14176.0,302.6666666666667,3,1,0,1,0,1,1,45,-1.2242384236047703,-0.08433835345034786
78683,192.168.10.9,213.180.193.119,2017-07-07 19:47:44.816,2017-07-07 19:47:45.927,1.110917,7828,19,443,10578,17.10299,7046.431,412.0,3,1,0,1,0,1,1,45,-0.8320108425921889,0.1827772396325981
16678,104.244.46.71,192.168.10.17,2017-07-07 18:27:44.854,2017-07-07 18:27:45.038,0.184089,14101,46,443,39365,249.87900000000002,76598.8,306.5434782608696,3,1,0,1,0,1,1,46,-0.5451597168460757,0.5600214710395333
61152,192.168.10.12,74.119.118.82,2017-07-07 18:21:38.185,2017-07-07 18:21:38.351,0.16606700000000002,3863,20,443,37978,120.43299999999999,23261.7,193.15,3,1,0,1,0,1,1,46,-0.9474390187784485,0.6525007349292642
54840,172.217.12.196,192.168.10.12,2017-07-07 17:43:00.075,2017-07-07 17:43:00.473,0.398096,1758,24,443,44104,60.287,4416.02,73.25,3,1,0,1,0,1,1,46,-0.981190217682383,0.6486922056041867
