"tcp_stream","flow_id","flow_start","flow_finish","src_ip","src_port","dst_ip","dst_port",protocol,"total_duration","start_time","finish_time","total_packets","total_bytes",pps,bps,bpp,"total_http_errors","total_failures","flag_ack","flag_fin","flag_psh","flag_rst","flag_syn","first_flag","last_flag"
10399,"54.192.37.117:80->192.168.10.25:61131","2017-07-03 14:33:22.929","2017-07-03 14:33:22.929","54.192.37.117",80,"192.168.10.25",61131,HTTP,"0.000000","1499092402.929709","1499092402.929709",1,343,0,0,343,0,0,1,0,1,0,0,,
104,"23.15.4.18:80->192.168.10.8:50513","2017-07-03 14:08:27.522","2017-07-03 14:12:37.673","23.15.4.18",80,"192.168.10.8",50513,HTTP,"250.150622","1499090907.522511","1499091157.673133",13,18977,"0.0519686895","75.8622939","1459.7692307692307",0,0,13,0,13,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
10407,"54.228.213.164:80->192.168.10.5:58035","2017-07-03 14:33:23.938","2017-07-03 14:33:23.938","54.228.213.164",80,"192.168.10.5",58035,HTTP,"0.000000","1499092403.938636","1499092403.938636",1,73,0,0,73,0,0,1,0,1,0,0,,
1042,"192.168.10.14:49921->23.208.92.71:80","2017-07-03 12:09:24.833","2017-07-03 12:09:24.833","192.168.10.14",49921,"23.208.92.71",80,HTTP,"0.000000","1499083764.833235","1499083764.833235",1,345,0,0,345,0,0,1,0,1,0,0,,
1042,"192.168.10.14:51342->52.84.133.77:80","2017-07-03 12:29:49.707","2017-07-03 12:29:49.707","192.168.10.14",51342,"52.84.133.77",80,HTTP,"0.000000","1499084989.707116","1499084989.707116",1,310,0,0,310,0,0,1,0,1,0,0,,
1042,"23.208.92.71:80->192.168.10.14:49921","2017-07-03 12:09:26.032","2017-07-03 12:09:26.032","23.208.92.71",80,"192.168.10.14",49921,HTTP,"0.000000","1499083766.032320","1499083766.032320",1,464,0,0,464,0,0,1,0,1,0,0,,
1042,"52.84.133.77:80->192.168.10.14:51342","2017-07-03 12:29:49.753","2017-07-03 12:29:49.753","52.84.133.77",80,"192.168.10.14",51342,HTTP,"0.000000","1499084989.753465","1499084989.753465",1,456,0,0,456,0,0,1,0,1,0,0,,
10420,"192.168.10.25:50911->23.208.158.158:80","2017-07-03 13:12:04.210","2017-07-03 13:12:04.210","192.168.10.25",50911,"23.208.158.158",80,HTTP,"0.000000","1499087524.210030","1499087524.210030",1,636,0,0,636,0,0,1,0,1,0,0,,
10420,"23.208.158.158:80->192.168.10.25:50911","2017-07-03 13:12:04.416","2017-07-03 13:12:04.416","23.208.158.158",80,"192.168.10.25",50911,HTTP,"0.000000","1499087524.416836","1499087524.416836",1,1186,0,0,1186,0,0,1,0,1,0,0,,
10420,"72.5.205.57:80->192.168.10.25:61151","2017-07-03 14:33:24.438","2017-07-03 14:33:24.438","72.5.205.57",80,"192.168.10.25",61151,HTTP,"0.000000","1499092404.438083","1499092404.438083",1,474,0,0,474,0,0,1,1,1,0,0,,
10421,"192.168.10.25:50912->23.208.158.158:80","2017-07-03 13:12:04.555","2017-07-03 13:12:08.247","192.168.10.25",50912,"23.208.158.158",80,HTTP,"3.692018","1499087524.555891","1499087528.247909",3,1113,"0.8125637","301.4611",371,0,0,3,0,3,0,0,,
10421,"23.208.158.158:80->192.168.10.25:50912","2017-07-03 13:12:04.581","2017-07-03 13:12:08.273","23.208.158.158",80,"192.168.10.25",50912,HTTP,"3.692066","1499087524.581635","1499087528.273701",3,1173,"0.8125532","317.7083",391,0,0,3,0,3,0,0,,
10422,"192.168.10.25:50913->23.208.158.158:80","2017-07-03 13:12:04.556","2017-07-03 13:12:08.311","192.168.10.25",50913,"23.208.158.158",80,HTTP,"3.755445","1499087524.556118","1499087528.311563",2,760,"0.5325601","202.3728",380,0,0,2,0,2,0,0,,
10422,"23.208.158.158:80->192.168.10.25:50913","2017-07-03 13:12:04.581","2017-07-03 13:12:08.343","23.208.158.158",80,"192.168.10.25",50913,HTTP,"3.761912","1499087524.581629","1499087528.343541",2,958,"0.5316446","254.6577",479,0,0,2,0,2,0,0,,
10422,"23.23.225.101:80->192.168.10.25:61153","2017-07-03 14:33:24.545","2017-07-03 14:33:24.545","23.23.225.101",80,"192.168.10.25",61153,HTTP,"0.000000","1499092404.545343","1499092404.545343",1,262,0,0,262,0,0,1,0,1,0,0,,
10426,"192.168.10.25:50917->23.194.109.177:80","2017-07-03 13:12:04.620","2017-07-03 13:12:06.085","192.168.10.25",50917,"23.194.109.177",80,HTTP,"1.464758","1499087524.620954","1499087526.085712",2,959,"1.365413","654.7157","479.5",0,0,2,0,2,0,0,,
10426,"23.194.109.177:80->192.168.10.25:50917","2017-07-03 13:12:04.645","2017-07-03 13:12:04.645","23.194.109.177",80,"192.168.10.25",50917,HTTP,"0.000000","1499087524.645358","1499087524.645358",1,253,0,0,253,0,0,1,0,1,0,0,,
10428,"162.208.117.11:80->192.168.10.25:61158","2017-07-03 14:33:24.910","2017-07-03 14:33:24.910","162.208.117.11",80,"192.168.10.25",61158,HTTP,"0.000000","1499092404.910022","1499092404.910022",1,394,0,0,394,0,0,1,0,1,0,0,,
10428,"192.168.10.25:61158->162.208.117.11:80","2017-07-03 14:33:24.864","2017-07-03 14:33:24.864","192.168.10.25",61158,"162.208.117.11",80,HTTP,"0.000000","1499092404.864316","1499092404.864316",1,334,0,0,334,0,0,1,0,1,0,0,,
1043,"192.168.10.14:49922->23.208.92.71:80","2017-07-03 12:09:24.841","2017-07-03 12:09:24.841","192.168.10.14",49922,"23.208.92.71",80,HTTP,"0.000000","1499083764.841430","1499083764.841430",1,611,0,0,611,0,0,1,0,1,0,0,,
1043,"192.168.10.9:1406->195.88.55.87:80","2017-07-03 13:20:55.118","2017-07-03 13:20:55.118","192.168.10.9",1406,"195.88.55.87",80,HTTP,"0.000000","1499088055.118549","1499088055.118549",1,445,0,0,445,0,0,1,0,1,0,0,,
1043,"195.88.55.87:80->192.168.10.9:1406","2017-07-03 13:20:55.248","2017-07-03 13:20:55.248","195.88.55.87",80,"192.168.10.9",1406,HTTP,"0.000000","1499088055.248459","1499088055.248459",1,1225,0,0,1225,0,0,1,0,1,0,0,,
1043,"23.208.92.71:80->192.168.10.14:49922","2017-07-03 12:09:25.040","2017-07-03 12:09:25.040","23.208.92.71",80,"192.168.10.14",49922,HTTP,"0.000000","1499083765.040497","1499083765.040497",1,464,0,0,464,0,0,1,0,1,0,0,,
10430,"192.168.10.25:50920->23.194.109.162:80","2017-07-03 13:12:04.860","2017-07-03 13:12:04.860","192.168.10.25",50920,"23.194.109.162",80,HTTP,"0.000000","1499087524.860961","1499087524.860961",1,450,0,0,450,0,0,1,0,1,0,0,,
10430,"23.194.109.162:80->192.168.10.25:50920","2017-07-03 13:12:04.885","2017-07-03 13:12:04.885","23.194.109.162",80,"192.168.10.25",50920,HTTP,"0.000000","1499087524.885235","1499087524.885235",1,248,0,0,248,0,0,1,0,1,0,0,,
10444,"192.168.10.25:50934->23.208.99.125:80","2017-07-03 13:12:04.897","2017-07-03 13:12:04.897","192.168.10.25",50934,"23.208.99.125",80,HTTP,"0.000000","1499087524.897561","1499087524.897561",1,507,0,0,507,0,0,1,0,1,0,0,,
10444,"23.208.99.125:80->192.168.10.25:50934","2017-07-03 13:12:04.926","2017-07-03 13:12:04.926","23.208.99.125",80,"192.168.10.25",50934,HTTP,"0.000000","1499087524.926436","1499087524.926436",1,267,0,0,267,0,0,1,0,1,0,0,,
10445,"192.168.10.25:50935->23.208.99.125:80","2017-07-03 13:12:04.899","2017-07-03 13:12:04.899","192.168.10.25",50935,"23.208.99.125",80,HTTP,"0.000000","1499087524.899599","1499087524.899599",1,490,0,0,490,0,0,1,0,1,0,0,,
10445,"23.208.99.125:80->192.168.10.25:50935","2017-07-03 13:12:04.931","2017-07-03 13:12:04.931","23.208.99.125",80,"192.168.10.25",50935,HTTP,"0.000000","1499087524.931555","1499087524.931555",1,281,0,0,281,0,0,1,0,1,0,0,,
10447,"192.168.10.25:50937->23.194.111.4:80","2017-07-03 13:12:05.475","2017-07-03 13:12:05.812","192.168.10.25",50937,"23.194.111.4",80,HTTP,"0.337068","1499087525.475056","1499087525.812124",3,1232,"8.90028","3655.05","410.6666666666667",0,0,3,0,3,0,0,,
10447,"23.194.111.4:80->192.168.10.25:50937","2017-07-03 13:12:05.511","2017-07-03 13:12:05.634","23.194.111.4",80,"192.168.10.25",50937,HTTP,"0.123618","1499087525.511163","1499087525.634781",2,2639,"16.1789","21348.0","1319.5",0,0,2,0,2,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
10448,"192.168.10.25:50938->23.194.111.4:80","2017-07-03 13:12:05.838","2017-07-03 13:12:06.413","192.168.10.25",50938,"23.194.111.4",80,HTTP,"0.574841","1499087525.838690","1499087526.413531",2,759,"3.47922","1320.37","379.5",0,0,2,0,2,0,0,,
10448,"23.194.111.4:80->192.168.10.25:50938","2017-07-03 13:12:05.864","2017-07-03 13:12:05.864","23.194.111.4",80,"192.168.10.25",50938,HTTP,"0.000000","1499087525.864048","1499087525.864048",1,1356,0,0,1356,0,0,1,0,1,0,0,,
10448,"54.235.190.106:80->192.168.10.25:61178","2017-07-03 14:33:26.302","2017-07-03 14:33:26.302","54.235.190.106",80,"192.168.10.25",61178,HTTP,"0.000000","1499092406.302300","1499092406.302300",1,498,0,0,498,0,0,1,0,1,0,0,,
10449,"192.168.10.25:50939->23.194.111.4:80","2017-07-03 13:12:05.839","2017-07-03 13:12:06.413","192.168.10.25",50939,"23.194.111.4",80,HTTP,"0.574623","1499087525.839117","1499087526.413740",2,780,"3.48054","1357.41",390,0,0,2,0,2,0,0,,
10449,"23.194.111.4:80->192.168.10.25:50939","2017-07-03 13:12:05.867","2017-07-03 13:12:05.867","23.194.111.4",80,"192.168.10.25",50939,HTTP,"0.000000","1499087525.867180","1499087525.867180",1,2117,0,0,2117,0,0,1,0,1,0,0,,
1045,"192.168.10.14:49924->23.208.92.71:80","2017-07-03 12:09:24.865","2017-07-03 12:09:24.865","192.168.10.14",49924,"23.208.92.71",80,HTTP,"0.000000","1499083764.865171","1499083764.865171",1,349,0,0,349,0,0,1,0,1,0,0,,
1045,"23.208.92.71:80->192.168.10.14:49924","2017-07-03 12:09:28.119","2017-07-03 12:09:28.119","23.208.92.71",80,"192.168.10.14",49924,HTTP,"0.000000","1499083768.119408","1499083768.119408",1,464,0,0,464,0,0,1,0,1,0,0,,
10450,"172.217.11.14:80->192.168.10.25:50940","2017-07-03 13:12:05.896","2017-07-03 13:12:10.976","172.217.11.14",80,"192.168.10.25",50940,HTTP,"5.080415","1499087525.896339","1499087530.976754",4,1465,"0.7873373","288.3623","366.25",0,0,4,0,4,0,0,,
10450,"192.168.10.25:50940->172.217.11.14:80","2017-07-03 13:12:05.859","2017-07-03 13:12:10.305","192.168.10.25",50940,"172.217.11.14",80,HTTP,"4.445764","1499087525.859448","1499087530.305212",2,791,"0.4498664","177.9222","395.5",0,0,2,0,2,0,0,,
10451,"172.217.10.130:80->192.168.10.25:50941","2017-07-03 13:12:05.897","2017-07-03 13:12:05.897","172.217.10.130",80,"192.168.10.25",50941,HTTP,"0.000000","1499087525.897960","1499087525.897960",1,116,0,0,116,0,0,1,0,1,0,0,,
10451,"192.168.10.25:50941->172.217.10.130:80","2017-07-03 13:12:05.860","2017-07-03 13:12:05.860","192.168.10.25",50941,"172.217.10.130",80,HTTP,"0.000000","1499087525.860715","1499087525.860715",1,401,0,0,401,0,0,1,0,1,0,0,,
10452,"192.168.10.25:50942->23.194.111.4:80","2017-07-03 13:12:05.858","2017-07-03 13:12:06.414","192.168.10.25",50942,"23.194.111.4",80,HTTP,"0.555871","1499087525.858319","1499087526.414190",2,760,"3.59796","1367.22",380,0,0,2,0,2,0,0,,
10452,"23.194.111.4:80->192.168.10.25:50942","2017-07-03 13:12:05.883","2017-07-03 13:12:06.440","23.194.111.4",80,"192.168.10.25",50942,HTTP,"0.557230","1499087525.883052","1499087526.440282",2,1993,"3.58918","3576.62","996.5",0,0,2,0,2,0,0,,
10453,"50.16.203.139:80->192.168.10.25:50943","2017-07-03 13:12:05.979","2017-07-03 13:12:05.979","50.16.203.139",80,"192.168.10.25",50943,HTTP,"0.000000","1499087525.979305","1499087525.979305",1,542,0,0,542,0,0,1,0,1,0,0,,
10454,"104.88.4.88:80->192.168.10.25:50944","2017-07-03 13:12:05.967","2017-07-03 13:12:05.967","104.88.4.88",80,"192.168.10.25",50944,HTTP,"0.000000","1499087525.967820","1499087525.967820",1,1618,0,0,1618,0,0,1,0,1,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
10454,"192.168.10.25:50944->104.88.4.88:80","2017-07-03 13:12:05.911","2017-07-03 13:12:05.911","192.168.10.25",50944,"104.88.4.88",80,HTTP,"0.000000","1499087525.911461","1499087525.911461",1,459,0,0,459,0,0,1,0,1,0,0,,
10455,"104.88.4.88:80->192.168.10.25:50945","2017-07-03 13:12:05.968","2017-07-03 13:12:05.968","104.88.4.88",80,"192.168.10.25",50945,HTTP,"0.000000","1499087525.968440","1499087525.968440",1,1166,0,0,1166,0,0,1,0,1,0,0,,
10455,"192.168.10.25:50945->104.88.4.88:80","2017-07-03 13:12:05.911","2017-07-03 13:12:05.911","192.168.10.25",50945,"104.88.4.88",80,HTTP,"0.000000","1499087525.911834","1499087525.911834",1,359,0,0,359,0,0,1,0,1,0,0,,
10456,"192.168.10.25:50946->23.194.181.73:80","2017-07-03 13:12:06.148","2017-07-03 13:12:06.148","192.168.10.25",50946,"23.194.181.73",80,HTTP,"0.000000","1499087526.148190","1499087526.148190",1,418,0,0,418,0,0,1,0,1,0,0,,
10456,"23.194.181.73:80->192.168.10.25:50946","2017-07-03 13:12:06.173","2017-07-03 13:12:06.173","23.194.181.73",80,"192.168.10.25",50946,HTTP,"0.000000","1499087526.173895","1499087526.173895",1,917,0,0,917,0,0,1,0,1,0,0,,
10457,"192.168.10.25:50947->23.194.181.73:80","2017-07-03 13:12:06.148","2017-07-03 13:12:06.148","192.168.10.25",50947,"23.194.181.73",80,HTTP,"0.000000","1499087526.148617","1499087526.148617",1,544,0,0,544,0,0,1,0,1,0,0,,
10457,"23.194.181.73:80->192.168.10.25:50947","2017-07-03 13:12:06.172","2017-07-03 13:12:06.172","23.194.181.73",80,"192.168.10.25",50947,HTTP,"0.000000","1499087526.172799","1499087526.172799",1,253,0,0,253,0,0,1,0,1,0,0,,
10458,"192.168.10.25:50948->54.192.37.100:80","2017-07-03 13:12:06.184","2017-07-03 13:12:09.496","192.168.10.25",50948,"54.192.37.100",80,HTTP,"3.311801","1499087526.184835","1499087529.496636",2,836,"0.6039010","252.4306",418,0,0,2,0,2,0,0,,
10458,"54.192.37.100:80->192.168.10.25:50948","2017-07-03 13:12:06.215","2017-07-03 13:12:09.527","54.192.37.100",80,"192.168.10.25",50948,HTTP,"3.311691","1499087526.215981","1499087529.527672",2,1020,"0.6039211","307.9997",510,0,0,2,0,2,0,0,,
10459,"104.88.21.85:80->192.168.10.25:50949","2017-07-03 13:12:06.203","2017-07-03 13:12:06.203","104.88.21.85",80,"192.168.10.25",50949,HTTP,"0.000000","1499087526.203251","1499087526.203251",1,476,0,0,476,0,0,1,0,1,0,0,,
10459,"172.217.11.34:80->192.168.10.25:61189","2017-07-03 14:33:26.555","2017-07-03 14:33:26.555","172.217.11.34",80,"192.168.10.25",61189,HTTP,"0.000000","1499092406.555785","1499092406.555785",1,442,0,0,442,0,0,1,0,1,0,0,,
10459,"192.168.10.25:50949->104.88.21.85:80","2017-07-03 13:12:06.179","2017-07-03 13:12:06.179","192.168.10.25",50949,"104.88.21.85",80,HTTP,"0.000000","1499087526.179302","1499087526.179302",1,466,0,0,466,0,0,1,0,1,0,0,,
10459,"192.168.10.25:61189->172.217.11.34:80","2017-07-03 14:33:26.502","2017-07-03 14:33:26.502","192.168.10.25",61189,"172.217.11.34",80,HTTP,"0.000000","1499092406.502822","1499092406.502822",1,535,0,0,535,0,0,1,0,1,0,0,,
10461,"192.168.10.25:50951->38.69.238.8:80","2017-07-03 13:12:06.379","2017-07-03 13:12:09.627","192.168.10.25",50951,"38.69.238.8",80,HTTP,"3.247493","1499087526.379833","1499087529.627326",5,2659,"1.539649","818.7854","531.8",0,0,5,0,5,0,0,,
10461,"38.69.238.8:80->192.168.10.25:50951","2017-07-03 13:12:06.413","2017-07-03 13:12:09.660","38.69.238.8",80,"192.168.10.25",50951,HTTP,"3.247269","1499087526.413397","1499087529.660666",5,3260,"1.539755","1003.921",652,0,0,5,0,5,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
10462,"138.108.7.20:80->192.168.10.25:50952","2017-07-03 13:12:06.434","2017-07-03 13:12:07.031","138.108.7.20",80,"192.168.10.25",50952,HTTP,"0.597778","1499087526.434195","1499087527.031973",2,1206,"3.34572","2017.47",603,0,0,2,0,2,0,0,,
10462,"192.168.10.25:50952->138.108.7.20:80","2017-07-03 13:12:06.390","2017-07-03 13:12:06.987","192.168.10.25",50952,"138.108.7.20",80,HTTP,"0.597073","1499087526.390869","1499087526.987942",2,951,"3.34967","1592.77","475.5",0,0,2,0,2,0,0,,
10463,"192.243.250.84:80->192.168.10.25:50953","2017-07-03 13:12:06.422","2017-07-03 13:12:06.422","192.243.250.84",80,"192.168.10.25",50953,HTTP,"0.000000","1499087526.422865","1499087526.422865",1,532,0,0,532,0,0,1,0,1,0,0,,
10464,"52.203.68.158:80->192.168.10.25:50954","2017-07-03 13:12:06.480","2017-07-03 13:12:07.052","52.203.68.158",80,"192.168.10.25",50954,HTTP,"0.571645","1499087526.480448","1499087527.052093",2,1843,"3.49867","3224.03","921.5",0,0,2,0,2,0,0,,
10465,"192.168.10.25:50955->23.194.111.4:80","2017-07-03 13:12:06.438","2017-07-03 13:12:06.438","192.168.10.25",50955,"23.194.111.4",80,HTTP,"0.000000","1499087526.438912","1499087526.438912",1,394,0,0,394,0,0,1,0,1,0,0,,
10465,"23.194.111.4:80->192.168.10.25:50955","2017-07-03 13:12:06.464","2017-07-03 13:12:06.464","23.194.111.4",80,"192.168.10.25",50955,HTTP,"0.000000","1499087526.464428","1499087526.464428",1,844,0,0,844,0,0,1,0,1,0,0,,
10466,"192.168.10.25:50956->54.209.235.232:80","2017-07-03 13:12:06.500","2017-07-03 13:12:07.448","192.168.10.25",50956,"54.209.235.232",80,HTTP,"0.948551","1499087526.500169","1499087527.448720",2,730,"2.10848","769.595",365,0,0,2,0,2,0,0,,
10466,"54.209.235.232:80->192.168.10.25:50956","2017-07-03 13:12:06.552","2017-07-03 13:12:07.505","54.209.235.232",80,"192.168.10.25",50956,HTTP,"0.953396","1499087526.552321","1499087527.505717",2,10,"2.09776","10.4888",5,0,0,2,0,2,0,0,,
10469,"151.101.20.175:80->192.168.10.25:50958","2017-07-03 13:12:07.072","2017-07-03 13:12:13.772","151.101.20.175",80,"192.168.10.25",50958,HTTP,"6.700299","1499087527.072577","1499087533.772876",3,1477,"0.4477412","220.4379","492.3333333333333",0,0,3,0,3,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
10469,"192.168.10.25:50958->151.101.20.175:80","2017-07-03 13:12:07.048","2017-07-03 13:12:13.740","192.168.10.25",50958,"151.101.20.175",80,HTTP,"6.691175","1499087527.048862","1499087533.740037",3,1325,"0.4483517","198.0220","441.6666666666667",0,0,3,0,3,0,0,,
1047,"192.168.10.9:63862->162.208.20.178:80","2017-07-03 12:50:18.724","2017-07-03 12:50:18.724","192.168.10.9",63862,"162.208.20.178",80,HTTP,"0.000000","1499086218.724886","1499086218.724886",1,391,0,0,391,0,0,1,0,1,0,0,,
10470,"192.168.10.25:50959->23.111.11.222:80","2017-07-03 13:12:07.055","2017-07-03 13:12:07.055","192.168.10.25",50959,"23.111.11.222",80,HTTP,"0.000000","1499087527.055672","1499087527.055672",1,341,0,0,341,0,0,1,0,1,0,0,,
10470,"23.111.11.222:80->192.168.10.25:50959","2017-07-03 13:12:07.075","2017-07-03 13:12:07.075","23.111.11.222",80,"192.168.10.25",50959,HTTP,"0.000000","1499087527.075454","1499087527.075454",1,31,0,0,31,0,0,1,0,1,0,0,,
10471,"192.168.10.25:50960->23.111.9.30:80","2017-07-03 13:12:07.088","2017-07-03 13:12:07.088","192.168.10.25",50960,"23.111.9.30",80,HTTP,"0.000000","1499087527.088062","1499087527.088062",1,345,0,0,345,0,0,1,0,1,0,0,,
10471,"23.111.9.30:80->192.168.10.25:50960","2017-07-03 13:12:07.108","2017-07-03 13:12:07.108","23.111.9.30",80,"192.168.10.25",50960,HTTP,"0.000000","1499087527.108454","1499087527.108454",1,445,0,0,445,0,0,1,0,1,0,0,,
10472,"192.168.10.25:50961->93.184.216.180:80","2017-07-03 13:12:07.088","2017-07-03 13:12:07.088","192.168.10.25",50961,"93.184.216.180",80,HTTP,"0.000000","1499087527.088709","1499087527.088709",1,361,0,0,361,0,0,1,0,1,0,0,,
10472,"93.184.216.180:80->192.168.10.25:50961","2017-07-03 13:12:07.113","2017-07-03 13:12:07.113","93.184.216.180",80,"192.168.10.25",50961,HTTP,"0.000000","1499087527.113612","1499087527.113612",1,1735,0,0,1735,0,0,1,0,1,0,0,,
10473,"192.168.10.25:50962->54.192.36.128:80","2017-07-03 13:12:07.096","2017-07-03 13:12:09.504","192.168.10.25",50962,"54.192.36.128",80,HTTP,"2.407426","1499087527.096996","1499087529.504422",2,812,"0.8307629","337.2897",406,0,0,2,0,2,0,0,,
10473,"54.192.36.128:80->192.168.10.25:50962","2017-07-03 13:12:07.129","2017-07-03 13:12:09.536","54.192.36.128",80,"192.168.10.25",50962,HTTP,"2.407318","1499087527.129542","1499087529.536860",2,802,"0.8308001","333.1509",401,0,0,2,0,2,0,0,,
10474,"104.88.108.223:80->192.168.10.25:50963","2017-07-03 13:12:07.114","2017-07-03 13:12:07.114","104.88.108.223",80,"192.168.10.25",50963,HTTP,"0.000000","1499087527.114329","1499087527.114329",1,167,0,0,167,0,0,1,0,1,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
10474,"192.168.10.25:50963->104.88.108.223:80","2017-07-03 13:12:07.090","2017-07-03 13:12:07.090","192.168.10.25",50963,"104.88.108.223",80,HTTP,"0.000000","1499087527.090747","1499087527.090747",1,395,0,0,395,0,0,1,0,1,0,0,,
10476,"192.168.10.25:50965->31.13.80.12:80","2017-07-03 13:12:07.120","2017-07-03 13:12:07.120","192.168.10.25",50965,"31.13.80.12",80,HTTP,"0.000000","1499087527.120249","1499087527.120249",1,350,0,0,350,0,0,1,0,1,0,0,,
10476,"31.13.80.12:80->192.168.10.25:50965","2017-07-03 13:12:07.144","2017-07-03 13:12:07.144","31.13.80.12",80,"192.168.10.25",50965,HTTP,"0.000000","1499087527.144119","1499087527.144119",1,1248,0,0,1248,0,0,1,0,1,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
10477,"165.254.34.225:80->192.168.10.25:50966","2017-07-03 13:12:07.149","2017-07-03 13:12:07.149","165.254.34.225",80,"192.168.10.25",50966,HTTP,"0.000000","1499087527.149269","1499087527.149269",1,1324,0,0,1324,0,0,1,0,1,0,0,,
10477,"192.168.10.25:50966->165.254.34.225:80","2017-07-03 13:12:07.122","2017-07-03 13:12:07.122","192.168.10.25",50966,"165.254.34.225",80,HTTP,"0.000000","1499087527.122310","1499087527.122310",1,387,0,0,387,0,0,1,0,1,0,0,,
10479,"104.196.208.158:80->192.168.10.25:50968","2017-07-03 13:12:07.338","2017-07-03 13:12:07.338","104.196.208.158",80,"192.168.10.25",50968,HTTP,"0.000000","1499087527.338023","1499087527.338023",1,504,0,0,504,0,0,1,0,1,0,0,"TCP Spurious Retransmission","TCP Spurious Retransmission"
10479,"192.168.10.25:50968->104.196.208.158:80","2017-07-03 13:12:07.214","2017-07-03 13:12:07.214","192.168.10.25",50968,"104.196.208.158",80,HTTP,"0.000000","1499087527.214674","1499087527.214674",1,454,0,0,454,0,0,1,0,1,0,0,,
1048,"192.168.10.14:49927->23.208.92.71:80","2017-07-03 12:09:24.904","2017-07-03 12:09:24.904","192.168.10.14",49927,"23.208.92.71",80,HTTP,"0.000000","1499083764.904568","1499083764.904568",1,348,0,0,348,0,0,1,0,1,0,0,,
1048,"192.168.10.9:63863->162.208.20.178:80","2017-07-03 12:50:18.724","2017-07-03 12:50:18.724","192.168.10.9",63863,"162.208.20.178",80,HTTP,"0.000000","1499086218.724971","1499086218.724971",1,391,0,0,391,0,0,1,0,1,0,0,,
1048,"23.208.92.71:80->192.168.10.14:49927","2017-07-03 12:09:25.096","2017-07-03 12:09:25.096","23.208.92.71",80,"192.168.10.14",49927,HTTP,"0.000000","1499083765.096113","1499083765.096113",1,464,0,0,464,0,0,1,0,1,0,0,,
10480,"192.168.10.25:50969->23.111.11.222:80","2017-07-03 13:12:07.468","2017-07-03 13:12:07.468","192.168.10.25",50969,"23.111.11.222",80,HTTP,"0.000000","1499087527.468594","1499087527.468594",1,356,0,0,356,0,0,1,0,1,0,0,,
10480,"23.111.11.222:80->192.168.10.25:50969","2017-07-03 13:12:07.493","2017-07-03 13:12:07.493","23.111.11.222",80,"192.168.10.25",50969,HTTP,"0.000000","1499087527.493535","1499087527.493535",1,229,0,0,229,0,0,1,0,1,0,0,,
10481,"192.168.10.25:50970->23.111.9.30:80","2017-07-03 13:12:07.469","2017-07-03 13:12:07.469","192.168.10.25",50970,"23.111.9.30",80,HTTP,"0.000000","1499087527.469049","1499087527.469049",1,356,0,0,356,0,0,1,0,1,0,0,,
10481,"23.111.9.30:80->192.168.10.25:50970","2017-07-03 13:12:07.488","2017-07-03 13:12:07.488","23.111.9.30",80,"192.168.10.25",50970,HTTP,"0.000000","1499087527.488856","1499087527.488856",1,229,0,0,229,0,0,1,0,1,0,0,,
10482,"192.168.10.25:50971->23.111.9.30:80","2017-07-03 13:12:07.469","2017-07-03 13:12:07.469","192.168.10.25",50971,"23.111.9.30",80,HTTP,"0.000000","1499087527.469576","1499087527.469576",1,350,0,0,350,0,0,1,0,1,0,0,,
10482,"23.111.9.30:80->192.168.10.25:50971","2017-07-03 13:12:07.489","2017-07-03 13:12:07.489","23.111.9.30",80,"192.168.10.25",50971,HTTP,"0.000000","1499087527.489352","1499087527.489352",1,31,0,0,31,0,0,1,0,1,0,0,,
10483,"151.101.22.2:80->192.168.10.25:50972","2017-07-03 13:12:07.672","2017-07-03 13:12:07.672","151.101.22.2",80,"192.168.10.25",50972,HTTP,"0.000000","1499087527.672535","1499087527.672535",1,140,0,0,140,0,0,1,0,1,0,0,,
10483,"192.168.10.25:50972->151.101.22.2:80","2017-07-03 13:12:07.508","2017-07-03 13:12:07.508","192.168.10.25",50972,"151.101.22.2",80,HTTP,"0.000000","1499087527.508006","1499087527.508006",1,370,0,0,370,0,0,1,0,1,0,0,,
10485,"151.101.22.2:80->192.168.10.25:50974","2017-07-03 13:12:08.527","2017-07-03 13:12:08.527","151.101.22.2",80,"192.168.10.25",50974,HTTP,"0.000000","1499087528.527544","1499087528.527544",1,325,0,0,325,0,0,1,0,1,0,0,,
10485,"192.168.10.25:50974->151.101.22.2:80","2017-07-03 13:12:08.503","2017-07-03 13:12:08.503","192.168.10.25",50974,"151.101.22.2",80,HTTP,"0.000000","1499087528.503823","1499087528.503823",1,459,0,0,459,0,0,1,0,1,0,0,,
10486,"192.168.10.25:50975->93.184.216.180:80","2017-07-03 13:12:08.552","2017-07-03 13:12:08.552","192.168.10.25",50975,"93.184.216.180",80,HTTP,"0.000000","1499087528.552868","1499087528.552868",1,435,0,0,435,0,0,1,0,1,0,0,,
